TARA_146	TARA_147	TARA_148	TARA_152
2567893	1	1	0.882352941176471	0.446808510638298
2907030	0.464285714285714	0.222222222222222	0.2	0.945945945945946
2715712	1	1	1	0.455882352941176
2164517	0	0	0	0.528301886792453
2747064	0.428571428571429	0	0.217391304347826	0.882352941176471
1401858	0.782608695652174	0.555555555555556	0.666666666666667	0.08
2298520	0	0	0	0.5
654423	0.184210526315789	0.16	0.222222222222222	0.84375
143065	0.307692307692308	0.0952380952380952	0.6875	0
951577_1	0	0	0	0.509433962264151
951577_2	0	0	0	0.509433962264151
1277036	0.875	0.9	1	0.387096774193548
2076241	0.558139534883721	0.636363636363636	0.52	0.0161290322580645
1463410	0	0	0	0
2678332	0.344827586206897	0.8	0.551724137931034	0.952380952380952
2885976_1	0.935483870967742	0.363636363636364	0.84375	1
2885976_2	0.935483870967742	0.363636363636364	0.84375	1
1866039	0	0	0	0.428571428571429
2522122	0	0	0	0.557142857142857
842364_1	0.82051282051282	0.615384615384615	0.413793103448276	0.153846153846154
842364_2	0.82051282051282	0.615384615384615	0.413793103448276	0.153846153846154
842364_3	0.82051282051282	0.615384615384615	0.413793103448276	0.153846153846154
2219593	0.24	0.277777777777778	0.411764705882353	0.884615384615385
929533	0	0	0	0.446428571428571
2835484_1	1	1	0.954545454545455	0.526315789473684
2835484_2	1	1	0.954545454545455	0.526315789473684
2835484_3	1	1	0.954545454545455	0.526315789473684
2212503	1	1	1	0.507936507936508
759951_1	0.0588235294117647	0.0869565217391304	0.0740740740740741	0.619718309859155
759951_2	0.0588235294117647	0.0869565217391304	0.0740740740740741	0.619718309859155
2906229	1	0.933333333333333	1	0.522388059701492
1042739	0.733333333333333	0.722222222222222	0.681818181818182	0.115384615384615
1520932	0.636363636363636	0.65	0.666666666666667	0.117647058823529
1888666_1	0.214285714285714	0.4	0.166666666666667	0.816326530612245
1888666_2	0.214285714285714	0.4	0.166666666666667	0.816326530612245
1757510_1	0	0	0	0.387096774193548
1757510_2	0	0	0	0.387096774193548
2152010	0.529411764705882	0.733333333333333	0.380952380952381	0.0833333333333333
450224	0.631578947368421	0.52	0.0952380952380952	0.0897435897435897
2531247	0.52	0.555555555555556	0.529411764705882	1
2180365	0	0	0.210526315789474	0.483870967741935
1406959	1	1	1	0.509090909090909
1572031	0.970588235294118	1	1	0.522727272727273
2154375	0.428571428571429	0.5	0.681818181818182	0.972602739726027
1580907	0.439024390243902	0	0.454545454545455	0.8
649974	0	0	0	0.408163265306122
2532085	0.58974358974359	0.285714285714286	0.391304347826087	0.0495049504950495
1571266_1	0.238095238095238	0.19047619047619	0.620689655172414	0
1571266_2	0.238095238095238	0.19047619047619	0.620689655172414	0
1461112	0.75	0.666666666666667	0.619047619047619	0.176470588235294
888850	0.192307692307692	0.25	0.0555555555555556	0.693333333333333
1962168	0.25	0.666666666666667	0.466666666666667	0.102564102564103
438304	0.452380952380952	0.590909090909091	0.642857142857143	1
1930461	0.810810810810811	0.8	0.8	0.178571428571429
665414	1	1	1	0.565789473684211
2671275	0.142857142857143	0.375	0.666666666666667	0.740740740740741
121616	0	0.0555555555555556	0	0.432432432432432
2333392	0.8	0.9	0.434782608695652	1
1253929	0.514285714285714	0.2	0.483870967741935	0.864406779661017
1148557_1	0.388888888888889	0.44	0.4	0.9
1148557_2	0.388888888888889	0.44	0.4	0.9
1731303	0.696969696969697	0.625	0.620689655172414	0.107142857142857
1587574	0.967741935483871	0.714285714285714	0.476190476190476	0.9
1803593	0.0588235294117647	0.0666666666666667	0.0714285714285714	0.51219512195122
2577318	0.742857142857143	0.608695652173913	0.413793103448276	1
1913058	0.0416666666666667	0	0.0769230769230769	0.549019607843137
1780071_1	0	0	0	0.355932203389831
1780071_2	0	0	0	0.355932203389831
1780071_3	0	0	0	0.355932203389831
1390068	0.514285714285714	0.461538461538462	0.4375	1
2552957	1	1	1	0.596774193548387
2005662	1	1	1	0.682926829268293
1921192	0.307692307692308	0.652173913043478	0.611111111111111	0.912280701754386
653170	0.555555555555556	0.375	0.0952380952380952	0.694444444444444
2229107_1	0.0689655172413793	0	0.0909090909090909	0.525
2229107_2	0.0689655172413793	0	0.0909090909090909	0.525
2229107_3	0.0689655172413793	0	0.0909090909090909	0.525
393995	0.133333333333333	0.181818181818182	0	0.416666666666667
831009	0	0	0	0.4
1894581	0.05	0	0	0.449275362318841
2937658_1	0.782608695652174	0.95	0.866666666666667	0.4
2937658_2	0.782608695652174	0.95	0.866666666666667	0.4
832285	0.722222222222222	0.777777777777778	1	0.413793103448276
2659398	0.888888888888889	0.5	0.611111111111111	0.228571428571429
563267	0.529411764705882	0.642857142857143	0.227272727272727	0.166666666666667
1600966_1	0.41025641025641	0.266666666666667	0.428571428571429	0.886792452830189
1600966_2	0.41025641025641	0.266666666666667	0.428571428571429	0.886792452830189
587444	0.0444444444444444	0.125	0.0882352941176471	0.517241379310345
1243326	0.409090909090909	0.142857142857143	0.0476190476190476	0
2929077	0.0555555555555556	0.166666666666667	0.05	0.571428571428571
1687978_1	0.789473684210526	0.9375	0.818181818181818	0.366666666666667
1687978_2	0.789473684210526	0.9375	0.818181818181818	0.366666666666667
1747272	0.944444444444444	1	1	0.555555555555556
2183099	0.586206896551724	0.458333333333333	1	0.925925925925926
714509	0.806451612903226	0.916666666666667	0.909090909090909	0.340425531914894
2106614	0.208333333333333	0.625	0.56	0.318181818181818
2886083_1	0	0	0	0.3
2886083_2	0	0	0	0.3
1745846	0.323529411764706	0.588235294117647	0.25	0.0806451612903226
2672713	0.975	1	1	0.573529411764706
1190738	0.875	0.75	0.875	0.416666666666667
2458531	0.612903225806452	0.461538461538462	0.380952380952381	0.926829268292683
2556737	0.297297297297297	0.1	0.230769230769231	0.0169491525423729
953796	0.391304347826087	0.181818181818182	0.210526315789474	0.0163934426229508
2939810	0.0512820512820513	0.0416666666666667	0	0.433962264150943
949492	0	0	0	0.392857142857143
2914033	0	0	0	0.406779661016949
1869834	0.0555555555555556	0.307692307692308	0.25	0.6
942548_1	1	1	0.923076923076923	0.517857142857143
942548_2	1	1	0.923076923076923	0.517857142857143
2276909	0.923076923076923	0.9	0.916666666666667	0.490196078431373
1552920	1	1	1	0.625
1786970	0.0303030303030303	0.0666666666666667	0.193548387096774	0.551020408163265
2668462	0.09375	0.0588235294117647	0.0625	0.5
1575115	0.884615384615385	0.611111111111111	0.666666666666667	0.292134831460674
2648130	1	0.923076923076923	0.645161290322581	1
1744378	0.297297297297297	0.15	0.1	0
2891079	0.305555555555556	0.133333333333333	0.37037037037037	0.781818181818182
859192	0.388888888888889	0.533333333333333	0.238095238095238	0.816326530612245
2199271	0.714285714285714	0.733333333333333	0.611111111111111	0.166666666666667
2736955	0.742857142857143	0.571428571428571	0.476190476190476	1
2009079	0.5	0.6875	0.933333333333333	0.341463414634146
2176660	0.482758620689655	0.647058823529412	0.619047619047619	0.04
1402537	0.428571428571429	0.681818181818182	0.294117647058824	0.144927536231884
2717869	0.956521739130435	1	0.8	0.4375
603672	0.857142857142857	0.785714285714286	0.904761904761905	0.48
2709010	0.571428571428571	0.75	0.793103448275862	0.930232558139535
1505197_1	0.538461538461538	0.388888888888889	0.6	0.879310344827586
1505197_2	0.538461538461538	0.388888888888889	0.6	0.879310344827586
2855006	0.666666666666667	0.538461538461538	0.75	1
1822723	0.0625	0.19047619047619	0.238095238095238	0.558823529411765
1581299	1	1	1	0.754098360655738
339489	0	0.0476190476190476	0	0.134328358208955
2145167	0.575	0.681818181818182	0.8	0.12
2936106	0.388888888888889	0.357142857142857	0.409090909090909	0.828571428571429
452543	0.133333333333333	0.2	0.166666666666667	0.521739130434783
576088	0.135135135135135	0.266666666666667	0.3	0.646153846153846
2171412	0.422222222222222	0.708333333333333	0.115384615384615	0.158730158730159
1575037	0.285714285714286	0.2	0.275862068965517	0.791666666666667
328392	0.272727272727273	0.611111111111111	0.611111111111111	0.758620689655172
907682	0	0	0	0.352941176470588
1904629	0.37037037037037	0.384615384615385	0.411764705882353	0.0142857142857143
536918	0.727272727272727	0.8	0.625	0.225806451612903
1691738_1	1	1	1	0.694444444444444
1691738_2	1	1	1	0.694444444444444
1948683	0	0	0	0.377777777777778
2848144	0.648648648648649	0.75	0.818181818181818	0.986301369863014
936333	0	0	0.285714285714286	0
2216219	0.64	0.823529411764706	0.636363636363636	0.173913043478261
1453113	0.235294117647059	0.285714285714286	0.0714285714285714	0.612903225806452
1133227	0.27027027027027	0.0588235294117647	0	0
2117062	0.176470588235294	0.636363636363636	0.32258064516129	0.0925925925925926
1349183_1	0.212121212121212	0.272727272727273	0.466666666666667	0.0517241379310345
1349183_2	0.212121212121212	0.272727272727273	0.466666666666667	0.0517241379310345
2280892_1	0.96551724137931	1	1	0.658536585365854
2280892_2	0.96551724137931	1	1	0.658536585365854
1820100	0.962962962962963	0.454545454545455	0.904761904761905	0.564102564102564
1970130	0.6	0.588235294117647	0.625	1
2474370	0.166666666666667	0.56	0.304347826086957	0.0943396226415094
2208411	0.648648648648649	0.4	0.645161290322581	0.977272727272727
2184592	0.75	0.9375	0.875	0.454545454545455
1296541	0.710526315789474	0.8	0.821428571428571	0.285714285714286
2196453_1	0.863636363636364	0.80952380952381	0.666666666666667	0.333333333333333
2196453_2	0.863636363636364	0.80952380952381	0.666666666666667	0.333333333333333
2917860	0.783783783783784	0.866666666666667	0.84	0.413793103448276
1624280	0.5	0.238095238095238	0.318181818181818	0.0408163265306122
837714	0.567567567567568	0.52	0.619047619047619	0.140625
2006062_1	0.387096774193548	0.375	0.35	0.842105263157895
2006062_2	0.387096774193548	0.375	0.35	0.842105263157895
2737839_1	1	0.96	1	0.866666666666667
2737839_2	1	0.96	1	0.866666666666667
2737839_3	1	0.96	1	0.866666666666667
1729291	0.651162790697674	0.565217391304348	0.545454545454545	0.15625
317938	0.568181818181818	0.588235294117647	0.857142857142857	0.892857142857143
2589669_1	1	1	1	0.618556701030928
2589669_2	1	1	1	0.618556701030928
1781034	0.230769230769231	0	0.296296296296296	0.607142857142857
2014884_1	0.972222222222222	0.882352941176471	0.935483870967742	0.561797752808989
2014884_2	0.972222222222222	0.882352941176471	0.935483870967742	0.561797752808989
2014884_3	0.972222222222222	0.882352941176471	0.935483870967742	0.561797752808989
602430	0.58974358974359	0.705882352941177	0.529411764705882	0.186440677966102
912817	0.075	0.0833333333333333	0.037037037037037	0.470588235294118
2134501	1	1	1	0.673469387755102
1267717_1	0.0975609756097561	0.291666666666667	0.0344827586206897	0
1267717_2	0.0975609756097561	0.291666666666667	0.0344827586206897	0
1005677	0.32	0.3	0.4	0.75
1894382_1	0.1	0.105263157894737	0.666666666666667	0.481481481481481
1894382_2	0.1	0.105263157894737	0.666666666666667	0.481481481481481
718522	0.217391304347826	0.35	0.588235294117647	0.147058823529412
2563995	0.85	0.692307692307692	0.875	0.416666666666667
932564	0.529411764705882	0.318181818181818	0.0666666666666667	0.125
2725825_1	0.172413793103448	0.136363636363636	0.08	0.521739130434783
2725825_2	0.172413793103448	0.136363636363636	0.08	0.521739130434783
2725825_3	0.172413793103448	0.136363636363636	0.08	0.521739130434783
2753038	0.777777777777778	0.888888888888889	0.454545454545455	0.934782608695652
133951	0.648648648648649	0.818181818181818	0.5	0.901234567901235
807198	0.347826086956522	0.111111111111111	0.434782608695652	0.8
2828391_1	0.324324324324324	0	0.133333333333333	0.609756097560976
2828391_2	0.324324324324324	0	0.133333333333333	0.609756097560976
919196	0.607142857142857	0.153846153846154	0.714285714285714	0.304347826086957
648470	0.65	0.8	0.571428571428571	0.297872340425532
1314684	0	0	0	0.339622641509434
2694666	0.027027027027027	0	0	0.393258426966292
1990859	0.53125	0.692307692307692	0.7	0.791666666666667
284744	0.655172413793103	0.866666666666667	0.6	0.314814814814815
13779	0.56	0.35	0.176470588235294	0.517241379310345
2731358	0.91304347826087	0.928571428571429	0.888888888888889	0.594594594594595
771727	0.25	0.368421052631579	0.0909090909090909	0.0483870967741935
2843066	0	0	0	0.224489795918367
2132378	0.75609756097561	0.88	0.903225806451613	0.461538461538462
2167198	0.131578947368421	0.0666666666666667	0.387096774193548	0.0123456790123457
2393797	1	0.944444444444444	1	0.85
2470360	0.6	0.5	0.8	0.16
2716459	0.736842105263158	0.6	0.5	0.96551724137931
1859340	0.688888888888889	0.64	0.6	0.203703703703704
2487506_1	0.717948717948718	0.478260869565217	0.548387096774194	0.164383561643836
2487506_2	0.717948717948718	0.478260869565217	0.548387096774194	0.164383561643836
586555	0.954545454545455	0.8125	0.95	0.764705882352941
1018430	0	0	0	0.282608695652174
671053	0.25	0.315789473684211	0.15	0.112903225806452
2923852	0.0689655172413793	0	0	0.434782608695652
756732	0.5	0.5	0.1875	0.09375
841865	1	1	1	0.709090909090909
2174340	0.914285714285714	0.75	1	0.844827586206897
1741201	0.976744186046512	1	1	0.686567164179104
1780066	0.956521739130435	1	0.916666666666667	0.827160493827161
1339849	1	1	1	0.698412698412698
1521711	0.45	0.3	0.578947368421053	0.15
1349026	0.291666666666667	0.318181818181818	0.1875	0
1894392_1	0.25	0.0909090909090909	0.333333333333333	0.51219512195122
1894392_2	0.25	0.0909090909090909	0.333333333333333	0.51219512195122
2082919	0.647058823529412	0.578947368421053	0.724137931034483	1
2145623	0	0.0666666666666667	0	0.325581395348837
1643917	1	1	1	0.727272727272727
2505361	0.707317073170732	0.947368421052632	0.916666666666667	0.935483870967742
1306269	0.571428571428571	0.6	0.529411764705882	0.962962962962963
1207186	0.583333333333333	0.653846153846154	0.62962962962963	0.913978494623656
2545198	0.294117647058824	0.0625	0.333333333333333	0.104651162790698
2865961	0	0	0.19047619047619	0.280701754385965
900225	0.967741935483871	1	1	0.65625
327981_1	0.774193548387097	0.933333333333333	0.739130434782609	0.958333333333333
327981_2	0.774193548387097	0.933333333333333	0.739130434782609	0.958333333333333
327981_3	0.774193548387097	0.933333333333333	0.739130434782609	0.958333333333333
1709645	1	1	0.96875	0.685714285714286
2280823	0.75	0.95	0.727272727272727	0.775510204081633
2485817	0.153846153846154	0.176470588235294	0	0.48780487804878
374390	0	0	0	0.3125
2061453	0.259259259259259	0.352941176470588	0.45	0.0307692307692308
543082	0.692307692307692	0.631578947368421	0.526315789473684	0.683333333333333
2436140_1	0.727272727272727	0.55	0.631578947368421	0.433962264150943
2436140_2	0.727272727272727	0.55	0.631578947368421	0.433962264150943
2765179	0.571428571428571	0.923076923076923	0.916666666666667	0.684210526315789
226985	0.941176470588235	0.833333333333333	0.578947368421053	0.48936170212766
2467450	0.653846153846154	0.421052631578947	0.230769230769231	0.732673267326733
2074379	0.695652173913043	0.923076923076923	0.75	0.422222222222222
1951468	0.352941176470588	0.3	0	0.471698113207547
224528_1	0.714285714285714	0.739130434782609	0.869565217391304	0.363636363636364
224528_2	0.714285714285714	0.739130434782609	0.869565217391304	0.363636363636364
935143	0.268292682926829	0.217391304347826	0.208333333333333	0
1775483	0.82051282051282	0.8	0.6875	0.901639344262295
1900459	0.586206896551724	0.538461538461538	0.666666666666667	0.88135593220339
1313941	0.958333333333333	0.888888888888889	1	0.62962962962963
1314030	0.428571428571429	0.25	0.730769230769231	0.406779661016949
1145789	1	1	1	0.675324675324675
1676530	0.846153846153846	0.869565217391304	0.789473684210526	0.5
2543435	0	0	0	0.115384615384615
360224	0.0714285714285714	0.0588235294117647	0.115384615384615	0.211538461538462
2730766	0.633333333333333	0.9	0.785714285714286	0.780487804878049
1535922	0.956521739130435	1	0.894736842105263	0.6875
572471	0.714285714285714	0.647058823529412	1	0.909090909090909
1844583	1	1	1	0.727272727272727
528794	0.305555555555556	0.409090909090909	0.285714285714286	0.0537634408602151
1100886	0.96	1	0.842105263157895	0.596491228070175
1264608	0.96969696969697	0.952380952380952	1	0.692307692307692
2938757	0.037037037037037	0.272727272727273	0.238095238095238	0.505882352941176
2204098	0.9	0.80952380952381	0.608695652173913	0.982758620689655
1175206_1	0	0	0	0.230769230769231
1175206_2	0	0	0	0.230769230769231
1138649	0.575757575757576	0.631578947368421	0.645161290322581	0.228571428571429
1750884	0.366666666666667	0.466666666666667	0.45	0.0666666666666667
1616276	0.435897435897436	0.3125	0.703703703703704	0.255555555555556
1208497	0.0666666666666667	0.230769230769231	0.137931034482759	0.454545454545455
1572143	0.290322580645161	0.19047619047619	0.318181818181818	0
2405055	1	1	1	0.886363636363636
1248242	0.518518518518518	0.4375	0.818181818181818	0.65
1532055	0.476190476190476	0.263157894736842	0.409090909090909	0.0740740740740741
587927	0.333333333333333	0.333333333333333	0.0434782608695652	0.598130841121495
2159483	0.785714285714286	0.722222222222222	0.4375	0.958333333333333
1946242	0.5625	0.466666666666667	0.85	0.571428571428571
1751378	1	1	1	0.720930232558139
1230868	0.567567567567568	0.44	0.6	0.857142857142857
782600	0.238095238095238	0.105263157894737	0	0.168831168831169
2722875	0.4	0.588235294117647	0.625	0.786885245901639
1355014	0.195121951219512	0.217391304347826	0.161290322580645	0.0612244897959184
2412890	0	0	0	0.302752293577982
397054	0.172413793103448	0.0769230769230769	0	0.319444444444444
1357207	0.818181818181818	0.714285714285714	0.428571428571429	0.4375
2352218	0.681818181818182	0.631578947368421	0.384615384615385	0.8125
1391350	0.95	0.904761904761905	1	0.737704918032787
1474072	0	0	0	0.22
364240_1	0.59375	0.538461538461538	0.258064516129032	0.25
364240_2	0.59375	0.538461538461538	0.258064516129032	0.25
364240_3	0.59375	0.538461538461538	0.258064516129032	0.25
964905_1	0.931034482758621	0.909090909090909	1	0.625
964905_2	0.931034482758621	0.909090909090909	1	0.625
2914920	0.142857142857143	0	0.210526315789474	0.264150943396226
573952	0.585365853658537	0.666666666666667	0.708333333333333	0.904761904761905
1988727	0.433333333333333	0.0769230769230769	0.523809523809524	0.506849315068493
793168	0.606060606060606	0.5625	0.789473684210526	0.916666666666667
2513852	0.347826086956522	0.6	0.45	0.23943661971831
2833879	0.857142857142857	0.85	0.941176470588235	0.564102564102564
2833782	0.925	1	0.96	0.717948717948718
1705913	1	1	1	0.708333333333333
2006350	0.0384615384615385	0.0769230769230769	0.105263157894737	0.391304347826087
924224_1	0.722222222222222	0.882352941176471	0.655172413793103	0.987012987012987
924224_2	0.722222222222222	0.882352941176471	0.655172413793103	0.987012987012987
1896534	0.15625	0.2	0.0952380952380952	0.375
1607667	0.90625	1	0.681818181818182	0.768292682926829
1145355	0.2	0.15	0.266666666666667	0.148148148148148
2157879	0.285714285714286	0.2	0.25	0.0256410256410256
2518718	0.52	0.857142857142857	0.615384615384615	0.307692307692308
162044	1	1	1	0.745454545454545
1499677	0.464285714285714	0.12	0.19047619047619	0.127272727272727
2008580	0.125	0.214285714285714	0.413793103448276	0.436363636363636
656009	0.0714285714285714	0	0	0.212121212121212
1804651_1	1	1	0.866666666666667	0.738095238095238
1804651_2	1	1	0.866666666666667	0.738095238095238
643959	1	1	1	0.783783783783784
2530716	0.307692307692308	0.25	0.0769230769230769	0.572916666666667
1304906	0	0.0526315789473684	0	0.26530612244898
54433	0.41025641025641	0.347826086956522	0.636363636363636	0.175925925925926
1247846	0.4	0.727272727272727	0.774193548387097	0.583333333333333
722793	0.19047619047619	0.181818181818182	0.333333333333333	0
1356829	0.407407407407407	0.1875	0.285714285714286	0.493827160493827
2716159	0.533333333333333	0.388888888888889	0.178571428571429	0.417582417582418
2938592	0.346153846153846	0.230769230769231	0.55	0.2
2739260_1	0.575	0.214285714285714	0.75	0.705882352941177
2739260_2	0.575	0.214285714285714	0.75	0.705882352941177
1232766_1	1	0.954545454545455	0.6	0.8
1232766_2	1	0.954545454545455	0.6	0.8
643510	0.583333333333333	0.363636363636364	0.8	0.818181818181818
2538898	0.151515151515152	0	0.04	0.181818181818182
1063745	0.774193548387097	0.933333333333333	0.631578947368421	0.5
2745978	0.72	0.75	0.758620689655172	0.403846153846154
2167797_1	0.407407407407407	0.133333333333333	0.111111111111111	0.0793650793650794
2167797_2	0.407407407407407	0.133333333333333	0.111111111111111	0.0793650793650794
2228759	0.789473684210526	0.785714285714286	0.941176470588235	0.692307692307692
2578959	0.9	0.714285714285714	0.736842105263158	0.732394366197183
1661995	0.380952380952381	0.6	0.4	0.6
2511016	0.384615384615385	0.222222222222222	0.5	0.574074074074074
836645	0.0303030303030303	0	0	0.26530612244898
2346164	0.037037037037037	0.04	0	0.28
1816096	0.325	0.473684210526316	0.1875	0.103448275862069
138152	0.666666666666667	0.611111111111111	0.684210526315789	0.461538461538462
1329899	0.621621621621622	0.833333333333333	0.703703703703704	0.857142857142857
1301717	0.595238095238095	0.65	0.714285714285714	0.918604651162791
860302_1	0.481481481481481	0.705882352941177	0.333333333333333	0.25
860302_2	0.481481481481481	0.705882352941177	0.333333333333333	0.25
860302_3	0.481481481481481	0.705882352941177	0.333333333333333	0.25
1859587	0.636363636363636	0.733333333333333	0.909090909090909	0.470588235294118
2198577_1	0	0.0714285714285714	0.0952380952380952	0.273972602739726
2198577_2	0	0.0714285714285714	0.0952380952380952	0.273972602739726
1209466	0.4375	0.2	0.45	0.13953488372093
1742840	0.315789473684211	0.5	0.25	0.0454545454545455
383285	0.125	0.0714285714285714	0	0.348837209302326
2489685	0.472222222222222	0.357142857142857	0.444444444444444	0.830188679245283
1698343	0.416666666666667	0.333333333333333	0.24	0.0705882352941176
2718720	0.0303030303030303	0	0	0.259259259259259
1541970	1	1	1	0.719298245614035
1430706	0.0555555555555556	0	0.105263157894737	0.280898876404494
2892390	1	1	1	0.768115942028985
948635	0.0689655172413793	0	0.125	0.346666666666667
135717	1	1	0.833333333333333	0.673469387755102
1608037	1	1	0.863636363636364	0.79746835443038
2200056	0.16	0.166666666666667	0.222222222222222	0.5
2898312	0.5	0.368421052631579	0.181818181818182	0.313253012048193
1787214	0.0967741935483871	0	0.0416666666666667	0.36046511627907
376315	1	1	1	0.769230769230769
1983900	0.588235294117647	0.666666666666667	0.588235294117647	0.35
1027235_1	0.611111111111111	0.714285714285714	0.88	0.864583333333333
1027235_2	0.611111111111111	0.714285714285714	0.88	0.864583333333333
339373	0	0	0	0.23943661971831
2867588	0.272727272727273	0.166666666666667	0.285714285714286	0.254237288135593
2869353	0	0.0714285714285714	0.157894736842105	0.307692307692308
1260075_1	0.34375	0.565217391304348	0.285714285714286	0.194444444444444
1260075_2	0.34375	0.565217391304348	0.285714285714286	0.194444444444444
1391063	0.875	0.615384615384615	0.583333333333333	0.482758620689655
2375002	0.0454545454545455	0	0.181818181818182	0.34
1499196	0.241379310344828	0.192307692307692	0.15	0.476190476190476
1519082	0	0.266666666666667	0.230769230769231	0.416666666666667
4191	0.0357142857142857	0.117647058823529	0.291666666666667	0.371428571428571
2107768_1	1	1	1	0.744186046511628
2107768_2	1	1	1	0.744186046511628
2107768_3	1	1	1	0.744186046511628
2310381	1	1	1	0.835294117647059
1393353	0	0	0	0.2
1833192	0.68	0.642857142857143	0.925925925925926	0.461538461538462
1416735	0.15	0.1875	0.4	0
2781275	0	0	0	0.227272727272727
1931978	0.763157894736842	0.75	0.842105263157895	1
10939	0.2	0.173913043478261	0.44	0.298507462686567
937923	0.774193548387097	0.857142857142857	0.8	0.543859649122807
1188013_1	0.285714285714286	0.466666666666667	0.6	0.617021276595745
1188013_2	0.285714285714286	0.466666666666667	0.6	0.617021276595745
640006	0.666666666666667	0.8	0.933333333333333	0.62962962962963
2344708	0.032258064516129	0.0714285714285714	0.391304347826087	0.325301204819277
1402665	0.545454545454545	0.5	0.619047619047619	0.791666666666667
2813943	0.8	1	0.533333333333333	0.633802816901408
2867558	0.111111111111111	0.0476190476190476	0.214285714285714	0.233333333333333
2232473	0.85	0.818181818181818	0.76	0.73469387755102
2889749	0.566666666666667	0.80952380952381	0.586206896551724	0.444444444444444
853309	0.666666666666667	0.473684210526316	0.59375	0.857142857142857
2189627	0.12	0.269230769230769	0.307692307692308	0.344262295081967
778214	0.4	0.133333333333333	0	0.402777777777778
1274016	0.457142857142857	0.346153846153846	0.185185185185185	0.106060606060606
1382376	0.371428571428571	0.238095238095238	0.55	0.608695652173913
1214390	0.96551724137931	1	1	0.804123711340206
799232	1	1	0.826086956521739	0.6875
2159986	0.533333333333333	0.6	0.777777777777778	0.410958904109589
2529222	0.625	0.411764705882353	0.645161290322581	0.854838709677419
1435335	0.648648648648649	0.652173913043478	0.636363636363636	0.857142857142857
2158317	0.310344827586207	0.19047619047619	0.380952380952381	0.25
2719210	0.709677419354839	0.647058823529412	0.5	0.589285714285714
2189903	0.0882352941176471	0	0	0.206349206349206
2200326_1	0.578947368421053	0.75	0.708333333333333	0.839285714285714
2200326_2	0.578947368421053	0.75	0.708333333333333	0.839285714285714
2881014	1	1	1	0.774193548387097
1776081	0.80952380952381	1	0.947368421052632	0.647887323943662
1121285	0.391304347826087	0.210526315789474	0.6875	0.285714285714286
800232	0	0	0	0.26
2736831	0.447368421052632	0.8125	0.571428571428571	0.285714285714286
1300210	0.909090909090909	1	0.772727272727273	0.786885245901639
1556634_1	0.236842105263158	0.181818181818182	0.296296296296296	0.109090909090909
1556634_2	0.236842105263158	0.181818181818182	0.296296296296296	0.109090909090909
2343811	1	1	1	0.769230769230769
2578663	0.393939393939394	0.1	0.0588235294117647	0.208791208791209
