15	5	34	11
0	69	2	35
0	45	0	37
0	54	0	41
8	22	1	30
8	19	0	53
43	4	29	10
2	32	0	48
2	36	7	31
48	6	51	7
25	34	5	18
35	1	38	0
41	1	25	1
41	3	19	0
43	4	64	2
55	0	40	1
55	1	40	1
26	9	27	2
5	38	0	37
50	5	29	2
3	32	5	34
10	69	3	63
38	0	48	0
46	1	23	0
47	18	39	12
41	6	26	2
1	57	0	72
46	3	38	6
7	35	4	37
43	3	58	3
27	26	19	19
1	50	2	32
17	16	35	33
1	65	0	40
35	0	38	0
39	5	20	0
4	40	0	19
17	30	12	21
34	7	23	1
32	9	22	15
26	4	28	2
3	47	0	26
25	18	24	3
8	33	1	43
26	2	21	2
18	35	18	23
32	0	22	0
8	58	0	47
62	3	33	0
20	23	2	24
7	37	0	19
31	7	29	1
33	25	16	14
22	8	35	28
36	27	27	16
18	60	18	20
43	0	21	0
42	8	46	2
35	0	44	0
63	5	52	3
29	6	41	3
52	8	29	4
1	38	0	32
7	56	7	31
8	33	5	58
9	29	5	50
32	9	37	8
3	28	0	17
21	10	28	5
30	9	23	0
3	55	4	57
61	5	28	8
3	45	0	33
22	2	51	5
0	36	0	44
8	29	11	17
34	0	38	1
0	15	0	41
2	36	0	47
4	32	2	35
53	1	54	0
44	4	38	3
41	14	22	7
3	40	4	45
26	8	25	6
2	26	4	18
25	9	18	2
0	44	0	27
49	0	27	0
5	33	8	25
24	0	57	1
29	8	20	7
16	25	14	25
41	18	34	8
20	0	44	0
3	37	1	27
63	1	29	0
8	45	1	16
40	4	39	8
10	32	1	29
40	6	35	2
21	28	31	13
3	29	7	33
6	52	2	19
34	1	54	1
59	4	30	1
35	16	44	24
39	0	7	0
9	30	1	36
33	1	19	0
50	6	46	3
62	0	33	1
1	47	1	43
4	42	6	33
16	56	3	13
35	9	39	5
46	3	28	6
5	42	12	50
47	2	21	0
27	3	18	1
6	51	2	64
3	50	0	17
46	4	23	0
14	47	9	40
6	43	3	35
36	0	31	1
62	5	38	5
31	10	22	6
28	12	32	7
8	40	4	20
22	6	50	3
0	61	2	32
35	30	31	20
35	0	48	0
1	48	0	43
34	0	24	0
1	32	0	62
8	48	5	25
26	4	28	3
9	43	8	31
3	34	4	30
50	5	58	3
1	30	3	56
7	29	3	20
55	2	18	0
0	31	1	64
2	56	3	38
6	51	2	32
0	35	0	16
41	10	43	12
3	43	2	27
40	4	17	4
25	6	48	2
19	10	14	4
39	9	28	3
39	6	28	6
65	2	38	0
23	32	24	34
65	1	38	0
29	3	33	4
53	0	22	0
4	58	2	45
2	41	1	20
8	28	13	30
33	0	39	0
8	59	10	17
44	9	63	4
50	6	43	1
32	0	55	0
35	2	31	0
10	13	5	20
15	26	7	24
8	29	1	22
33	2	26	2
23	27	19	16
34	2	26	0
8	46	1	58
32	11	23	2
41	9	26	6
9	41	6	31
6	49	3	40
38	7	18	8
7	28	0	12
47	1	18	2
45	2	34	4
36	4	19	0
42	1	42	0
46	13	18	23
27	4	27	7
47	0	57	0
44	0	71	0
11	7	42	9
39	3	29	1
30	3	31	3
2	18	1	41
32	13	25	37
15	14	34	34
20	34	11	30
12	21	6	48
23	6	56	3
0	43	0	36
11	42	11	47
5	31	4	37
56	1	49	3
38	11	27	15
38	2	61	8
6	28	6	43
26	23	28	26
14	34	4	27
27	4	11	1
13	50	8	52
38	6	48	3
8	58	0	30
65	5	13	2
12	50	3	20
58	6	30	0
8	51	6	18
36	5	51	2
0	57	0	26
24	0	62	1
12	23	23	24
0	72	0	32
2	37	1	14
51	2	24	0
47	8	65	3
2	47	6	19
23	3	36	29
62	9	32	4
7	45	0	45
58	0	33	1
29	5	61	2
40	1	38	3
38	13	22	6
2	41	0	24
61	0	16	2
10	27	4	14
37	7	22	6
0	49	0	17
62	3	12	0
60	11	38	4
5	22	3	48
2	72	1	59
50	5	30	0
33	3	44	0
6	32	3	59
8	40	14	20
6	34	4	44
1	65	3	45
1	40	3	40
7	43	3	37
36	4	24	2
9	23	8	22
52	0	54	3
11	46	12	36
45	2	51	13
0	32	0	38
7	42	9	11
43	2	28	0
66	8	18	0
11	38	3	18
47	5	60	4
1	52	2	35
2	59	4	54
1	44	2	47
43	3	22	0
1	62	0	40
0	52	6	51
2	85	2	32
5	27	5	45
1	63	0	12
52	5	26	3
0	19	2	38
9	44	6	53
4	55	14	37
45	3	43	11
7	42	4	32
3	34	1	21
4	35	0	45
1	31	0	34
33	11	49	19
37	4	42	3
51	1	22	4
31	7	32	3
8	40	13	60
6	47	4	47
49	10	26	4
4	31	1	29
43	11	23	4
35	3	22	7
33	7	27	5
1	53	0	25
13	24	6	41
39	2	29	1
9	31	26	33
50	1	15	0
9	22	7	34
26	5	23	10
56	8	33	0
22	55	17	38
40	3	52	6
36	35	6	20
40	5	49	17
16	31	13	21
20	5	23	7
0	32	0	18
45	7	44	0
44	11	17	4
4	44	6	59
58	2	20	0
39	6	38	3
4	54	5	27
5	119	0	36
40	2	30	2
62	3	36	0
19	53	7	25
39	0	30	3
38	4	37	8
14	22	39	31
12	39	10	33
0	42	4	24
1	33	8	22
36	13	21	6
6	39	2	28
47	3	33	0
32	7	29	0
0	35	0	62
39	4	31	3
20	0	33	2
6	43	3	69
0	46	0	49
6	59	7	47
46	0	59	2
51	0	59	0
1	17	6	59
1	42	2	30
45	4	24	2
10	35	2	30
5	42	1	24
29	18	37	13
4	56	4	29
9	43	1	31
1	31	2	49
43	0	29	1
33	13	19	4
8	27	6	21
2	45	4	53
8	36	1	31
8	71	2	37
3	49	0	20
47	2	38	6
48	0	17	1
27	4	21	0
10	82	2	24
5	82	1	24
40	2	26	0
0	70	0	28
42	1	69	0
12	32	4	19
32	4	43	1
4	51	0	21
9	48	25	48
48	15	30	16
1	67	2	45
10	59	0	34
37	50	20	46
13	64	7	25
30	10	40	20
46	11	41	11
30	13	30	25
0	40	0	22
12	40	12	42
63	1	15	0
27	2	32	3
7	47	5	52
2	31	2	17
5	39	8	37
40	2	47	2
31	8	14	4
16	46	14	35
43	4	24	2
33	0	40	0
45	2	63	4
0	23	2	17
0	31	0	42
53	0	42	0
5	40	0	17
47	0	19	0
7	35	7	40
33	0	24	0
12	30	6	13
46	0	32	0
6	43	4	49
40	3	31	0
51	2	36	3
34	4	39	2
1	26	0	43
30	4	29	18
3	38	1	38
52	12	17	2
6	51	9	59
3	24	5	39
40	8	19	2
1	25	2	19
35	12	23	0
1	32	3	20
55	1	34	0
0	32	1	31
67	0	66	0
5	20	1	45
38	8	44	2
56	0	66	0
22	8	24	8
3	35	7	27
6	80	0	24
45	2	37	0
6	34	1	38
11	35	9	29
9	57	8	43
32	34	30	34
5	55	0	22
14	26	13	44
2	48	1	18
32	0	25	0
40	5	41	2
26	8	21	5
36	10	53	10
43	17	21	9
28	43	18	19
2	62	3	44
2	81	0	47
47	2	59	6
6	48	1	20
0	25	7	35
11	47	7	23
19	18	27	38
1	41	12	38
4	28	2	54
6	33	3	23
21	34	8	24
6	28	0	34
0	40	2	29
46	6	26	11
34	0	32	0
5	28	2	25
51	2	53	4
55	3	36	1
5	32	13	56
61	8	33	3
39	2	59	1
47	2	30	3
8	47	6	49
4	24	2	49
52	2	20	0
0	45	0	50
16	38	1	18
35	8	43	6
0	28	6	17
67	1	42	4
4	51	1	34
44	5	64	9
0	31	0	7
9	30	1	32
43	5	37	5
41	10	46	5
6	53	6	23
7	45	12	49
39	2	49	1
37	3	20	0
43	40	27	25
22	15	13	15
38	6	66	6
40	1	10	0
31	1	27	5
2	41	1	42
3	46	1	36
10	36	11	41
5	40	2	36
3	38	4	36
39	17	36	10
3	46	3	63
13	19	13	26
1	52	13	50
1	26	5	32
42	3	39	12
0	18	0	30
3	36	15	41
67	11	19	0
1	37	0	26
3	25	6	20
22	43	15	37
39	9	20	11
47	3	17	0
57	0	34	0
53	1	52	1
46	9	29	3
0	81	0	53
48	10	22	2
0	28	3	17
0	33	0	47
4	43	3	30
30	7	52	4
54	1	30	0
0	32	0	33
33	52	2	57
1	22	4	43
53	6	14	0
14	49	5	19
31	12	41	10
46	2	37	0
2	43	2	50
2	21	9	40
86	8	25	6
0	51	0	37
1	46	0	46
43	5	42	2
30	2	39	2
38	0	49	0
46	9	18	3
4	34	7	29
2	54	0	46
0	38	0	40
39	0	43	7
50	3	33	3
54	0	39	0
9	54	1	42
1	74	3	68
31	4	29	2
0	40	0	57
9	56	2	37
2	53	1	38
21	0	33	1
5	29	5	37
36	8	37	3
7	32	6	26
45	14	50	3
22	10	19	3
32	7	39	1
33	17	23	10
39	10	42	5
4	56	4	32
7	56	1	32
23	21	31	18
35	5	42	7
0	28	3	51
3	55	0	25
33	18	36	14
7	35	0	39
11	57	7	56
1	40	0	43
8	25	1	25
39	6	23	2
2	55	2	56
31	12	8	1
4	33	6	31
25	1	29	0
49	7	38	0
8	29	7	64
34	24	33	27
42	1	22	3
0	32	0	29
8	58	2	65
1	61	0	56
49	0	39	3
45	7	35	3
54	0	52	9
52	6	44	11
0	39	0	34
47	4	13	6
63	2	43	7
5	34	14	38
8	51	1	18
26	20	15	8
2	34	4	34
56	2	19	8
12	39	20	24
1	39	2	66
61	1	36	3
45	0	37	0
38	12	26	1
47	2	27	0
14	42	17	35
3	65	0	29
4	52	1	44
30	17	23	30
16	38	34	38
6	65	3	30
30	28	23	7
34	6	38	4
3	41	4	22
4	39	2	23
2	31	0	26
52	0	38	3
0	35	3	49
29	2	30	0
21	37	4	17
32	9	23	6
24	21	23	44
46	4	44	1
21	41	20	17
38	11	37	10
6	65	2	29
28	0	61	1
54	0	27	0
0	53	0	16
45	3	39	2
12	44	3	17
0	47	4	26
47	6	26	1
0	47	1	65
0	46	0	30
0	47	0	38
1	36	0	65
5	27	3	22
2	42	1	20
13	0	33	6
45	12	28	1
5	53	3	16
8	41	1	24
0	38	0	69
15	36	9	40
34	0	15	3
43	0	41	0
40	9	26	3
12	28	11	33
35	1	31	0
28	6	23	6
11	14	32	18
3	35	0	31
93	6	28	3
2	42	2	47
38	4	61	0
53	0	28	0
35	11	13	15
10	33	12	16
33	2	35	3
0	42	0	26
43	1	28	3
6	25	1	16
11	46	16	27
37	0	32	0
4	35	3	21
28	40	20	29
33	10	32	9
43	0	33	0
45	1	40	0
6	48	3	20
7	44	4	52
41	16	39	16
0	41	0	19
2	59	2	40
54	28	40	3
34	14	27	8
34	25	4	11
15	32	19	45
48	2	53	0
26	1	38	3
6	18	17	18
7	43	8	33
11	40	5	45
8	57	4	25
11	41	11	27
8	22	6	22
5	45	7	23
48	2	20	0
32	6	35	5
4	42	5	48
50	5	20	1
0	44	0	23
18	26	9	22
1	36	0	15
25	38	13	24
46	4	38	1
61	6	24	2
39	18	34	20
47	8	21	5
22	11	50	8
2	33	3	50
35	5	30	2
2	42	2	23
41	6	42	2
5	60	0	29
51	6	17	3
16	9	34	27
12	45	9	53
41	0	36	0
3	42	1	47
1	47	0	28
49	8	29	6
45	34	29	31
44	9	33	0
9	46	10	27
30	1	28	1
30	11	37	11
5	66	9	29
46	10	27	2
31	1	39	2
9	45	8	19
55	6	20	5
0	12	1	29
1	35	0	25
8	41	3	20
17	29	5	23
6	51	2	47
35	6	38	0
12	21	14	49
1	63	2	39
17	34	5	15
46	5	42	7
28	2	62	0
10	39	3	33
1	31	0	28
4	37	3	42
5	56	3	45
1	42	9	59
1	42	1	39
11	15	16	23
60	0	23	0
54	11	37	2
20	25	9	9
59	0	59	0
51	0	25	1
61	0	24	0
58	0	69	0
39	0	40	0
0	52	0	16
66	0	40	0
31	2	54	4
44	0	22	0
8	39	6	34
0	36	0	33
38	8	33	2
23	9	31	12
46	0	46	0
46	10	42	8
15	63	12	21
14	4	17	0
33	16	12	17
46	13	32	1
42	4	60	3
0	52	1	28
17	42	17	14
0	21	0	39
2	60	2	59
0	16	2	48
18	10	42	23
71	0	29	0
0	24	0	43
5	42	12	38
0	39	0	22
6	20	7	30
7	59	3	37
0	45	0	7
32	3	36	2
40	4	14	4
3	44	2	56
1	35	8	56
71	0	20	1
7	44	2	26
38	1	51	3
11	40	7	61
10	34	2	38
38	5	60	0
71	4	21	0
5	4	16	3
21	11	11	19
6	22	2	25
10	22	5	25
47	6	27	0
21	32	4	7
5	35	3	16
2	40	6	43
46	10	23	14
4	49	0	31
5	48	3	37
52	10	18	0
46	2	33	0
53	0	18	0
35	11	41	8
9	49	4	52
0	52	0	53
36	11	28	5
48	7	23	1
1	41	9	39
64	1	43	6
45	5	29	1
0	38	0	30
0	26	2	26
33	10	15	4
21	32	17	22
23	0	31	1
14	18	34	38
10	51	12	16
8	23	27	21
11	28	4	29
32	11	17	3
39	3	20	1
0	33	4	55
42	2	48	7
9	26	6	42
3	40	0	32
15	22	20	20
3	46	5	55
1	52	0	61
15	11	36	15
23	40	5	26
36	8	33	2
45	8	13	4
2	31	3	13
38	14	20	10
44	9	43	3
4	44	1	35
15	15	14	15
8	51	6	32
60	10	35	6
10	45	6	45
25	34	26	19
2	39	1	47
3	35	5	41
1	40	0	17
13	28	8	38
55	8	57	9
38	0	24	8
5	30	4	22
3	40	21	50
52	12	35	15
27	10	33	3
55	14	37	13
5	31	4	28
33	6	19	1
4	52	10	33
19	0	49	0
17	10	26	13
0	47	1	38
26	15	9	20
7	36	4	11
36	9	11	15
23	4	35	8
1	45	0	26
37	7	44	10
27	3	29	4
9	25	13	57
12	13	31	38
6	32	16	34
57	2	64	0
0	26	1	47
9	47	1	30
30	24	29	26
41	4	64	3
20	20	28	35
7	42	13	28
3	23	3	27
38	10	29	8
44	18	17	14
37	34	23	22
41	1	54	5
10	44	14	52
5	57	2	30
42	11	41	10
7	41	6	25
43	2	21	10
1	47	0	29
2	37	1	30
0	42	0	24
1	47	2	21
44	4	60	11
5	34	13	58
6	80	1	34
33	34	32	16
19	3	37	1
30	3	58	14
40	16	35	8
5	34	2	27
1	46	0	61
2	100	0	29
19	11	30	37
61	0	29	0
48	1	60	0
28	9	35	25
8	9	12	25
36	0	37	0
42	3	39	0
29	0	45	1
5	91	0	39
1	44	9	38
5	40	3	27
13	35	8	40
18	45	14	23
41	0	30	0
37	3	16	3
12	84	0	35
39	0	31	8
60	0	30	0
15	22	13	35
49	13	50	11
1	58	2	18
27	3	16	1
5	52	6	50
48	13	24	4
24	2	68	3
54	2	40	2
4	49	8	63
32	15	18	13
13	21	7	29
2	46	1	47
63	0	46	0
28	33	22	16
0	62	0	46
23	3	40	28
63	3	11	2
0	56	0	44
13	43	2	18
3	41	2	39
11	18	4	16
46	1	22	0
45	0	15	0
67	0	57	0
65	2	28	0
9	32	0	19
62	0	59	5
5	41	7	37
18	41	4	37
34	15	42	4
70	4	16	2
39	4	24	0
3	19	6	28
6	41	9	47
52	1	19	2
4	51	0	40
53	6	22	9
23	11	19	21
56	7	59	3
2	74	9	22
36	2	32	6
51	2	21	1
51	18	22	1
8	49	12	61
18	0	39	0
23	30	33	14
38	2	14	4
38	20	40	23
32	0	18	0
32	5	52	11
2	28	4	25
28	8	38	6
52	4	36	0
3	35	1	24
3	44	3	45
41	4	33	2
25	9	26	1
3	53	3	40
52	2	32	0
40	0	29	2
4	38	4	39
12	46	4	29
16	26	4	17
37	2	64	4
28	1	64	3
14	0	48	0
29	10	10	3
43	8	31	5
0	60	1	43
67	9	40	7
12	17	10	9
0	43	5	24
42	17	19	26
44	0	66	2
35	4	33	2
4	58	0	27
0	42	3	32
13	9	25	10
0	56	0	40
4	50	6	27
6	46	2	22
40	41	23	18
11	46	19	35
5	26	7	32
6	45	0	25
1	35	3	37
2	51	1	16
6	49	5	22
6	44	1	24
36	4	21	1
0	48	5	50
45	4	37	2
40	9	39	0
1	61	0	47
61	2	39	6
28	5	28	5
23	13	26	7
27	8	21	4
24	5	43	8
6	48	9	55
9	43	0	34
1	63	0	41
38	4	60	7
64	4	55	0
45	4	40	9
38	26	24	19
2	71	1	29
45	3	40	0
39	11	27	6
45	12	29	14
41	0	27	0
44	8	31	1
48	3	41	1
54	0	67	1
42	5	39	6
8	31	7	26
30	4	16	1
47	4	27	1
4	57	4	43
0	41	0	21
18	46	15	22
0	30	2	54
1	44	1	57
15	52	17	40
0	62	0	20
42	6	25	4
5	26	0	25
33	5	27	4
39	2	26	7
14	39	9	32
4	25	6	33
3	11	7	35
8	50	2	22
47	4	42	9
60	2	39	3
48	4	32	1
36	2	15	1
5	27	8	46
50	13	52	11
40	0	38	1
43	14	52	20
8	40	4	41
13	89	1	26
27	17	53	19
7	41	1	22
6	41	0	36
6	22	8	28
2	37	0	27
43	3	51	11
28	31	24	26
12	46	5	24
50	2	49	3
30	25	23	9
15	36	11	38
38	0	40	3
42	4	52	4
1	49	1	41
2	30	5	41
33	10	32	10
46	6	21	0
18	37	12	60
6	24	21	39
36	7	38	3
8	45	1	18
0	64	0	73
4	31	5	19
43	2	58	2
1	31	2	64
1	44	0	49
2	40	4	38
61	0	35	0
0	42	0	21
10	34	10	42
5	42	1	24
52	0	62	0
8	54	1	39
0	47	1	23
53	1	21	0
5	41	2	41
31	0	45	0
38	0	25	2
50	0	32	0
0	42	1	39
38	2	30	0
31	10	40	6
5	61	10	52
2	52	0	39
47	8	29	10
34	4	61	5
32	0	56	0
0	52	1	53
10	44	8	61
0	37	1	19
37	3	37	6
0	46	0	62
33	0	49	0
33	1	32	0
41	1	54	6
24	51	12	32
68	4	34	1
18	16	31	15
3	43	2	33
0	23	0	30
49	4	13	4
72	11	60	0
35	5	32	2
7	58	2	31
26	27	19	19
43	35	26	15
64	9	47	7
44	5	54	6
6	48	0	31
41	4	52	5
30	4	47	9
15	20	23	36
0	33	0	36
31	8	54	5
36	14	26	10
4	44	3	53
8	48	7	35
2	32	4	40
39	9	28	10
5	38	8	30
6	25	0	33
44	1	37	2
4	48	2	22
5	43	9	34
35	2	15	0
50	0	22	0
30	6	44	2
9	31	14	28
20	11	42	20
1	44	1	31
2	57	0	46
35	20	34	12
44	0	41	0
39	4	45	1
43	10	28	5
31	23	17	5
7	46	6	36
42	6	18	1
26	5	41	5
4	56	1	53
5	38	6	59
7	39	16	39
40	7	44	1
6	50	6	25
0	54	0	32
57	0	34	0
2	59	2	53
39	0	29	1
4	40	1	34
0	32	1	21
24	0	18	2
29	51	4	53
37	5	39	7
8	22	7	18
6	57	8	61
24	24	41	31
2	36	0	50
39	2	35	0
3	42	3	42
20	17	16	29
7	24	9	27
3	33	1	18
42	2	29	4
1	48	8	27
20	26	14	45
0	51	0	40
49	1	20	1
25	1	28	5
38	2	39	0
6	52	3	41
0	32	2	53
10	32	7	53
0	52	0	38
12	41	10	23
9	41	4	23
24	15	24	13
24	21	18	8
8	67	0	55
6	43	6	29
39	15	22	1
38	1	16	0
48	3	18	1
4	27	13	29
49	6	32	14
42	2	30	1
1	37	0	23
21	1	45	7
2	43	0	39
42	24	31	10
56	1	46	0
13	29	13	28
37	1	62	2
20	28	12	25
41	0	43	1
21	4	30	0
39	7	46	3
53	7	22	1
1	46	0	41
2	43	3	26
5	36	9	22
48	0	23	0
32	7	23	2
3	39	0	30
38	5	29	5
4	18	3	20
41	3	53	8
28	7	38	0
0	49	2	49
19	43	29	29
10	43	7	21
54	7	55	2
33	0	19	0
39	4	55	5
2	57	4	34
16	43	15	35
0	48	0	68
15	6	14	9
4	42	2	18
71	1	54	0
8	44	9	23
5	28	8	16
6	49	4	20
59	0	26	0
4	13	9	49
18	27	24	14
45	2	39	2
29	15	35	31
8	43	10	40
3	29	14	52
5	33	1	22
41	6	36	2
36	3	20	0
0	52	1	57
45	5	64	5
5	48	8	40
0	39	0	60
1	47	6	20
21	30	8	35
56	2	28	3
5	36	2	51
29	24	42	20
33	1	18	1
8	36	2	28
40	16	25	10
41	13	37	2
37	1	25	0
5	55	19	54
21	6	43	20
21	4	43	11
38	6	30	0
0	48	0	37
19	21	16	30
4	72	2	46
39	12	23	0
38	2	47	1
30	9	28	4
0	43	0	48
2	46	0	50
4	46	1	50
41	0	36	4
49	2	63	0
57	0	30	0
47	10	30	6
8	41	6	35
3	25	3	27
30	20	25	14
55	3	39	1
45	0	30	1
7	19	19	37
42	4	17	1
30	0	22	0
43	10	27	10
47	2	37	3
3	41	10	46
10	34	5	33
50	6	55	1
30	10	27	1
6	25	4	28
25	15	31	7
32	0	46	3
37	20	21	17
4	43	3	54
8	54	6	41
45	6	38	13
24	9	28	14
1	48	2	28
3	17	1	38
0	51	1	48
69	7	54	3
8	68	5	39
6	46	5	33
70	1	28	0
44	3	25	4
36	4	24	2
35	4	20	0
72	4	39	1
1	39	3	53
58	10	20	2
6	38	0	24
31	5	46	15
4	48	0	15
1	68	0	58
5	41	7	32
5	41	3	35
32	5	19	6
5	34	5	35
9	35	5	24
3	35	3	65
0	39	0	25
2	32	0	16
37	3	59	12
46	14	51	4
33	0	46	0
3	36	1	23
47	5	26	2
0	37	0	20
11	33	3	43
52	3	20	0
6	29	9	27
18	25	16	19
50	1	52	6
5	28	1	31
65	6	32	0
42	0	30	0
53	1	32	0
41	8	24	1
38	2	33	5
57	2	56	2
50	4	42	8
7	44	1	22
1	64	0	43
0	38	0	39
1	44	1	68
46	1	20	2
21	8	36	22
30	3	46	21
11	52	6	40
59	0	33	0
36	3	46	27
5	46	6	28
25	7	12	6
1	37	3	24
6	36	0	42
14	64	1	24
21	20	29	18
31	1	49	4
2	40	0	36
23	10	34	17
8	43	5	40
4	52	6	52
4	40	5	38
40	3	15	1
50	5	24	5
22	0	33	1
7	33	3	10
52	0	21	2
33	4	46	8
46	12	30	10
6	51	2	54
1	36	5	46
47	6	38	1
1	40	0	44
2	47	1	36
12	35	4	21
26	39	17	44
0	34	0	23
30	5	52	13
1	36	11	33
0	55	0	40
36	2	26	1
25	9	32	10
19	9	35	3
25	15	19	16
73	6	37	5
73	2	37	0
10	38	11	22
72	1	65	3
14	27	2	25
6	28	13	45
31	14	27	17
2	61	13	44
39	13	22	7
35	12	40	3
4	35	5	43
7	41	0	14
2	55	3	41
1	37	0	29
23	59	16	44
4	31	0	31
50	3	49	5
26	26	10	16
40	3	59	13
45	5	30	9
44	8	49	10
26	11	29	8
0	41	2	48
4	49	5	30
7	37	7	26
39	3	17	2
39	2	17	0
0	69	0	37
54	0	58	2
1	46	0	15
5	16	10	17
5	44	0	37
1	40	4	65
1	38	0	19
0	29	0	47
44	2	40	1
6	32	10	32
7	43	13	22
7	27	4	21
4	27	2	21
34	4	26	7
20	2	24	0
49	0	57	0
17	35	8	24
46	2	33	0
6	45	8	28
0	30	0	11
31	12	30	4
2	43	2	42
15	49	4	23
0	53	0	33
0	39	0	44
7	58	2	22
7	98	1	32
10	41	13	41
31	13	25	0
47	9	32	3
6	34	3	25
6	55	4	21
2	38	0	34
3	55	1	21
0	41	0	9
36	3	30	9
14	29	13	19
52	6	22	0
96	4	47	1
3	44	0	13
67	0	49	3
56	9	62	4
0	48	0	54
1	38	0	20
38	15	20	2
58	8	63	5
5	44	4	49
0	54	0	30
7	38	2	30
33	6	24	2
36	4	19	1
33	0	48	0
60	1	39	8
45	1	42	1
37	4	55	3
14	36	4	30
50	5	55	4
27	17	6	28
31	11	26	1
54	0	36	0
4	47	2	29
52	2	44	3
3	43	11	54
2	43	0	72
0	47	0	47
14	19	15	18
17	36	27	20
7	32	23	44
0	21	0	65
0	60	0	28
52	3	55	6
8	55	9	57
32	4	17	5
32	2	57	5
15	39	7	33
12	39	7	19
65	9	25	3
44	0	63	4
38	0	59	6
14	37	12	35
31	0	57	4
41	5	17	6
5	52	1	33
26	19	52	17
4	45	15	48
11	31	8	24
5	36	4	45
5	46	0	16
1	52	1	30
0	46	3	15
0	55	0	28
3	80	0	25
2	43	0	31
47	23	22	5
38	13	29	14
3	40	1	52
3	40	2	29
11	78	0	43
41	6	31	7
5	37	2	31
0	42	4	53
5	30	1	20
44	8	44	0
33	48	3	30
38	4	44	5
37	0	53	5
13	40	21	29
38	5	34	5
18	0	52	1
30	0	31	0
25	7	40	8
46	13	30	4
13	42	7	19
42	0	17	0
4	54	0	27
40	2	39	3
25	39	7	28
39	5	30	5
75	11	11	3
9	34	7	53
8	28	5	22
28	27	17	19
3	49	6	44
15	34	5	48
53	9	17	1
3	61	8	44
41	14	27	17
28	1	11	0
36	12	36	0
48	2	34	3
49	2	26	0
43	5	38	1
5	41	2	46
0	59	0	19
13	30	12	20
21	2	27	3
3	53	4	23
50	0	47	0
59	2	36	1
3	64	0	23
61	1	23	3
5	29	13	48
6	53	2	43
5	49	0	37
3	59	0	48
8	30	7	50
48	2	28	3
37	1	28	6
6	38	4	68
58	3	23	0
44	3	33	4
67	1	51	0
27	21	39	19
24	15	49	18
45	3	55	5
2	57	0	34
1	53	0	60
43	0	61	0
4	49	1	24
3	33	11	36
4	23	5	12
0	42	0	24
0	38	2	49
44	9	61	2
45	15	24	19
2	46	3	31
3	53	0	31
0	30	2	46
4	49	10	63
10	33	11	27
4	60	1	30
15	6	47	13
2	30	3	42
12	32	8	19
1	21	3	30
0	53	0	23
6	37	5	43
1	38	1	35
45	5	36	2
6	78	2	53
11	34	4	42
31	8	33	4
17	6	41	15
30	10	32	9
