TARA_7	TARA_9	TARA_18	TARA_23	TARA_25
5783195	12	25	17	31	13
160721	13	20	15	37	14
2967555	11	25	14	27	16
1720541	12	18	10	33	14
5996559	11	18	14	37	11
1505068	12	20	11	24	11
6196705	13	22	15	39	13
2978804	11	24	14	30	20
4507570	11	22	9	33	20
1206287	9	25	14	28	11
1271275	9	21	13	29	11
1543758	9	21	15	28	11
2966532	13	20	10	36	9
6619947	11	23	16	32	15
4214160	15	18	13	29	15
5746206	11	21	9	34	9
820627	11	21	15	40	15
181886	18	17	9	31	11
6238026	13	23	17	35	12
718802	13	25	15	31	10
2553354	13	26	12	37	14
1422045	12	17	11	28	13
4891098	11	22	15	31	12
4827633_1	12	21	12	39	12
4827633_2	12	21	12	39	12
2078199	16	19	14	36	12
493867	10	19	12	40	16
352843	11	21	11	40	16
2643514	14	24	13	40	16
2956617	16	16	14	31	13
5306732	16	16	15	28	13
1441967	10	22	13	25	11
4434914	11	22	9	24	11
4371169	12	17	12	27	11
1865127_1	11	17	11	31	12
1865127_2	11	17	11	31	12
4370859	9	25	14	28	17
3864293	12	20	16	27	12
5209593	15	28	14	27	17
3690395	16	20	12	28	17
162511	12	18	9	31	14
5256526	15	28	11	32	14
1027132	9	24	17	30	16
5847237	17	20	9	38	18
5640396	16	25	12	35	16
4752121	19	23	11	36	18
5157525_1	12	22	10	29	14
5157525_2	12	22	10	29	14
235995	12	20	12	27	16
2455025	10	18	12	35	17
1785513	17	25	13	33	15
2133703	16	24	12	34	18
3632454	16	20	11	29	16
5748959	19	25	11	36	18
5333248	13	18	17	31	9
1428290	13	21	12	27	11
741531	10	22	9	26	9
2780700	18	26	16	32	18
5500517	11	27	15	40	15
1987563	9	21	11	36	19
3292848	12	20	13	24	14
5181669	16	21	11	35	13
1736549	16	25	12	42	14
5474789	15	18	14	32	13
1678447	16	25	16	37	14
1408536	13	21	12	32	11
4209460	12	23	10	30	12
1076092	13	20	14	38	19
5142886	17	21	16	33	19
694035	19	25	15	31	13
4612666	16	18	12	34	12
5756402	14	23	10	32	15
5209255	18	26	16	35	16
4880238	14	23	16	31	9
790721	14	26	12	36	17
650670	16	26	17	42	15
6450290	13	25	15	30	19
2758572	12	22	16	38	12
1757740	15	23	9	33	15
1022281	9	16	10	30	11
5265903	11	17	11	37	10
5229842	12	20	12	29	12
3946108	10	19	15	27	9
631913	15	24	16	29	15
3711967	18	20	10	30	12
5429891	13	24	15	42	13
2240636	14	25	10	37	16
5965208	11	26	13	41	14
3530818	15	26	10	37	16
3196551	13	25	11	35	16
3758905	17	24	11	34	12
1370267_1	11	20	14	36	13
1370267_2	11	20	14	36	13
1370267_3	11	20	14	36	13
2721536	15	19	13	27	12
3935329	16	16	13	32	10
3410453	15	24	10	42	16
5046022	12	21	10	26	14
2415058	15	22	16	29	13
6614497	19	21	9	34	15
1855827	16	21	10	37	12
926950	17	20	13	41	13
5755867	10	19	16	28	15
1405429	17	26	14	40	19
1655351	13	23	14	38	18
4178332	15	24	16	35	18
3521052	13	26	16	30	20
3425993	10	20	13	31	12
3435254	16	19	12	41	12
4929898	19	23	12	30	15
1081003	12	24	12	34	11
5629185_1	13	23	16	34	18
5629185_2	13	23	16	34	18
3995449	11	22	12	35	11
3274011	11	25	12	31	14
388780	16	26	10	38	19
2793468	14	21	16	35	18
3588291	13	23	11	40	17
1423870	16	25	18	41	14
1233360	11	18	15	30	11
1157576	19	21	14	34	12
5549289	11	19	9	36	18
5380842	17	22	10	35	11
2105402	12	24	14	42	13
4129713	13	24	16	30	14
2418715	14	19	14	34	12
4588292	12	23	14	26	11
300310	14	18	13	28	13
3573588	15	22	13	32	13
4591680	16	17	16	31	12
3184669_1	12	19	11	28	10
3184669_2	12	19	11	28	10
40140	14	21	11	36	19
1371789	9	21	11	34	18
4081444	16	18	13	35	18
6568487	14	24	12	26	10
1748966	14	18	12	38	11
961272	15	26	11	36	16
1462062	13	16	15	35	14
4075255	18	19	13	32	15
4234294	12	18	11	30	11
91910	12	22	12	25	14
2641177	12	25	17	42	12
2573630	19	21	10	35	11
5890152_1	15	22	16	41	17
5890152_2	15	22	16	41	17
1729440	10	28	15	35	14
3753195	16	19	10	27	14
6360801	16	17	12	28	13
3988428	12	26	14	27	14
3746839	15	23	16	39	11
5556250	13	28	13	34	17
965669	9	19	13	36	16
5145610	14	23	10	28	11
22169	11	18	12	26	14
797615	12	22	12	33	14
5334299	11	21	9	31	13
5850216	14	26	11	28	17
1200244	19	23	10	37	15
5394831	14	25	15	30	15
5732090	14	22	13	34	19
4523991	12	23	18	28	13
6135433	16	28	12	30	15
4220827	16	22	13	31	13
380870	16	26	11	41	12
3466986_1	13	19	13	41	19
3466986_2	13	19	13	41	19
991396	16	22	9	28	14
3842275	12	23	16	33	11
1841292	9	25	14	39	12
4430441	13	23	18	40	13
3133229	16	25	16	40	14
502477	17	18	11	31	18
1580833	14	21	12	31	20
1552367	18	25	16	31	19
1352525	16	24	16	36	12
4395155	18	20	12	28	18
4689497	11	17	11	40	16
2373298	14	21	13	31	12
539855	19	22	13	32	13
2906407_1	18	21	12	34	16
2906407_2	18	21	12	34	16
2906407_3	18	21	12	34	16
35301	15	24	10	37	13
4034404	11	20	11	30	15
5358939_1	15	28	13	29	14
5358939_2	15	28	13	29	14
705914	14	25	16	34	11
6189040	14	24	17	38	12
1082587	12	18	14	36	14
1823907	13	25	15	39	19
3871787	16	18	10	41	18
2868583	10	19	11	28	12
4740078	15	20	16	32	14
2130784	11	21	13	33	13
342660	13	16	12	29	16
5110080	16	24	12	32	20
1366610	13	19	14	33	12
3318805	10	20	15	32	10
2341858_1	17	24	16	40	16
2341858_2	17	24	16	40	16
1729282	12	23	13	33	15
1986955	11	24	17	39	12
6398570	17	23	13	35	12
1010904	12	17	16	39	17
2197494	15	20	16	33	18
3062354	11	18	16	39	17
5205685	16	23	13	36	12
1442254	12	24	12	35	9
4918664	18	24	15	31	17
4938207	11	25	13	34	14
2599331	12	24	14	41	12
3660074	12	20	14	31	12
3151908	19	26	10	32	14
1516637	18	24	13	42	15
1348261	16	22	16	32	15
2076945	11	19	12	34	13
3747358_1	13	20	12	32	12
3747358_2	13	20	12	32	12
2517864	12	28	11	33	17
5691429	14	26	10	29	12
5295884	13	28	14	35	15
5839749	16	25	10	32	11
2670791	18	21	11	29	16
2828346	13	25	18	37	14
3361542	14	20	17	28	10
2657167	13	21	9	32	13
2063429	14	18	16	30	12
408635	12	26	11	31	14
6060016	16	20	16	34	10
3571416	14	20	13	32	14
2306980	18	27	13	35	16
3850826	15	26	13	39	14
2500623	14	18	13	35	16
6399299	11	18	11	38	11
5604016	11	26	15	32	13
3882623	14	25	11	38	17
6506509	10	18	12	24	13
246786	9	16	10	32	10
6180527	14	23	12	38	14
1812255	17	24	17	32	14
1590882	10	17	10	34	10
77698	9	17	12	30	16
5788026	18	23	13	30	14
6257878	12	24	12	33	20
6571420	13	17	9	27	15
5475253	14	23	10	30	10
34542	13	19	17	26	11
4074535	17	22	10	29	17
1085320	16	23	9	31	9
6516783	11	17	9	32	17
3657441	17	24	16	32	9
4800882	13	18	14	31	12
5860645	10	23	16	31	13
2662130	17	23	14	36	17
4601017	13	25	12	26	11
580576	19	27	14	35	18
6055947	14	27	11	40	14
718497	15	23	15	33	16
2081806	13	23	14	30	17
6084690	14	25	16	33	18
1403175	12	23	13	36	16
2286802	13	23	9	29	11
3125649	13	18	11	29	9
6062274	13	17	12	25	10
1252453_1	15	21	10	29	17
1252453_2	15	21	10	29	17
4560389	17	18	10	39	19
5383677	14	19	15	40	12
1508804	13	19	13	33	9
6031945	14	24	13	38	15
5136069	15	26	15	31	11
5709379	15	23	13	29	10
722451	13	23	16	34	13
3885754	15	17	11	27	13
6079838	13	22	16	41	15
5738438	15	20	17	33	13
898305	17	23	16	34	9
383927	9	21	13	26	13
5873507	10	25	16	40	15
3487689	10	18	14	32	13
1578820	11	24	11	40	16
446974	11	28	14	32	18
2715831	9	21	12	25	9
5562156	14	24	12	28	15
957915	13	23	9	31	17
1546466	14	24	17	30	15
4417897	12	22	15	36	20
2723027	13	24	12	28	15
6295090	14	22	12	31	17
3159536	12	21	11	35	13
2235960	16	27	13	41	12
4954945	18	24	12	30	12
2041009	9	25	14	40	17
710857	12	26	14	34	17
4501652	11	22	11	33	13
4165649	12	21	17	31	17
5549239	9	22	9	41	18
4181907	11	23	11	42	16
3524820	12	18	13	32	11
5747989	13	25	9	38	18
171528	12	22	15	28	11
1841877	16	20	14	31	18
6255258	14	27	12	32	10
3792234	16	20	13	38	13
1636151	10	18	12	40	16
5366314	16	19	11	29	15
6343538	11	26	17	38	14
5306745	11	23	12	42	18
351460_1	13	19	12	41	17
351460_2	13	19	12	41	17
1581517	12	22	16	41	16
3843871	11	21	16	40	16
3745982	12	17	10	33	13
5319817	12	24	11	35	13
1618124	10	24	12	31	14
2259336	14	27	17	36	16
4191276	12	26	14	36	16
3250288	12	22	14	26	10
4383702	13	18	17	33	15
3132921	10	17	12	30	11
2663319	11	21	13	28	10
2182375	12	21	14	35	19
6613971	17	18	9	33	15
2605501	16	22	10	30	9
3567112	19	25	12	34	14
3462785	15	22	15	39	11
5037009	16	18	14	39	14
992886	11	26	11	32	18
418447	14	23	12	31	11
4028390	14	17	14	33	11
2521934	12	20	16	40	17
680831	11	21	15	33	14
2035085	13	26	14	30	16
6081942	9	19	10	28	15
2689076	16	17	11	36	10
2311628	12	16	12	36	19
5059157	19	19	13	34	12
5953945	14	27	10	30	19
817391	12	19	16	37	14
4723645	13	24	12	39	16
3300339	15	26	11	37	11
3453642	12	21	14	34	18
6369436	10	18	10	35	13
3465087	14	17	9	39	17
6136447	10	20	13	31	9
1493973	10	25	16	33	19
2129727	13	24	14	34	11
2317787	14	19	13	35	17
5837159	12	27	13	33	12
2648945	17	18	15	30	13
1454226	15	28	16	41	14
5781004	14	21	12	24	14
499852	15	24	12	28	12
2966622	14	25	12	29	13
6107949	10	18	15	35	10
2684348_1	16	22	15	32	17
2684348_2	16	22	15	32	17
5624322_1	12	28	14	41	13
5624322_2	12	28	14	41	13
3575297	14	20	12	31	12
3149013	15	16	10	26	12
2016205	11	22	13	30	16
386926	13	27	17	31	15
4419873	10	16	11	33	16
6575156	12	21	15	29	16
1181313	15	23	11	32	14
4866186	14	26	14	38	10
497732	16	19	16	35	14
4210112	16	24	13	32	13
1606038	10	16	9	29	15
1858506	12	24	13	33	12
5439098	12	20	18	32	13
2274947	11	18	12	28	11
1087527	14	21	11	33	19
5050299	13	25	9	38	12
5163450	16	23	11	27	13
1516505	18	25	12	31	17
2664019	13	21	12	38	16
2731796	13	22	14	40	17
4096483	16	18	12	35	15
2943415	11	16	13	28	13
1604516	15	23	16	27	12
5008125	18	27	14	29	18
5161189	14	20	10	34	19
2118368	13	23	12	41	17
5361828	16	17	13	26	10
3874700	15	19	13	41	16
2350029	16	28	12	28	16
1987189	13	24	15	37	10
1376663	11	22	10	34	17
5752835	17	28	14	29	17
3917348	16	26	11	32	12
2900469	16	20	9	35	16
6402732	14	27	16	35	15
3355310	13	24	13	38	9
3706321	14	22	11	34	18
378891	15	18	10	41	13
1933832	14	26	12	42	13
2790287	16	21	9	40	15
1636058	17	25	15	35	13
959557	17	21	13	35	19
3999952	15	26	15	36	20
6023241	13	26	13	40	18
1130935	13	23	13	32	17
3737750	15	25	11	35	16
5288853	11	22	13	35	16
6221986	15	19	13	37	9
868110	12	26	17	32	18
1044864	15	26	16	37	17
2352874	18	22	14	41	13
5792168	13	19	14	37	17
2636781	14	24	16	42	11
4394629	12	18	12	26	11
473441	14	22	15	33	14
5693060	11	22	12	34	19
2304452	13	21	12	34	15
6401850	14	28	15	29	16
350377	13	27	14	38	11
3162061	12	23	17	39	16
5335085	14	24	17	33	13
4879984	16	19	9	32	15
5435374	12	21	11	30	19
5526579	11	19	12	35	15
391561	15	27	17	31	11
1389344	14	21	10	36	15
2194740	16	21	11	28	12
1884007	18	27	17	30	16
6194996	15	19	13	39	12
1680682	14	21	11	33	13
1338341	12	20	13	25	12
2817696	17	19	18	33	12
5164367	17	21	12	40	15
582215	17	22	16	33	18
866968	18	19	11	33	12
6173424	13	25	11	32	20
5281475	17	22	14	27	15
3146181	16	22	11	41	18
3019438	14	21	15	26	16
5540912	15	18	10	30	9
1116140	18	21	12	30	14
5534770	14	22	12	35	12
2644446	9	28	14	37	17
4881943	10	22	15	24	14
6238728	9	21	13	39	20
1094515	10	19	10	33	16
4223253	18	24	9	35	13
4984584	11	24	13	37	11
4013464	13	19	16	27	15
2679687	14	22	17	31	9
2280985	12	26	16	28	16
1651161	9	19	15	39	14
6343697	15	25	15	28	16
871606_1	17	24	17	33	17
871606_2	17	24	17	33	17
4707883	13	24	17	27	15
4714747_1	11	17	11	35	17
4714747_2	11	17	11	35	17
431484	11	16	13	28	11
3270759	15	23	10	32	17
6094995	14	26	9	30	19
6491536	18	23	13	38	16
731171	16	23	13	31	11
34420	16	21	14	37	11
3149919	12	21	9	32	18
5157929	14	21	11	27	11
6184590	14	21	11	37	13
525176	17	21	11	34	18
5397063	9	25	15	38	18
4172627	10	25	11	42	12
2592065	13	19	16	31	11
2972994_1	16	23	12	31	20
2972994_2	16	23	12	31	20
5429928	15	24	11	42	12
2213992_1	17	23	18	34	17
2213992_2	17	23	18	34	17
2450302	19	23	10	38	15
6444883	10	28	14	36	17
6269731	18	27	16	33	17
1368929	13	25	13	31	18
6439529	16	20	10	39	12
399702	12	22	13	35	14
4034890	15	26	17	40	18
320691	12	18	15	38	20
3793370	16	24	11	30	11
5643774	14	24	16	30	17
2306031	12	27	10	35	13
2356356	15	25	15	30	11
3873284	12	24	17	29	14
2774227	14	28	13	38	15
4091758	18	23	9	31	19
2148338	11	16	12	39	14
391627	14	25	16	42	14
4170350	18	28	13	29	14
1651911	16	24	12	41	15
2716787	16	23	9	39	11
2222762	14	19	10	35	17
819315	14	20	14	31	11
5037723	15	27	11	32	12
4412162	14	26	17	37	18
5413973	15	28	12	36	13
3754725_1	16	23	16	42	19
3754725_2	16	23	16	42	19
1514237	13	20	12	32	17
5744540	16	28	15	32	13
1094783	18	20	13	32	14
1281813	14	21	10	35	17
4884172	13	21	11	28	13
1133597	16	20	10	31	13
1331603	12	22	14	26	18
2331594	15	18	12	32	14
6195497	9	19	11	32	11
5926539	14	22	16	31	17
4023704	11	17	9	38	19
6350607	17	24	13	32	14
2133676	14	20	11	26	11
6112660	10	18	10	39	19
2219817	17	25	12	39	16
4897169	17	19	15	34	13
704133	13	26	17	30	11
4037172	16	17	14	28	10
3786467	11	21	9	42	17
2967040	17	19	13	39	14
6318271	12	22	18	35	17
5999997	15	18	14	41	12
5269726	13	17	14	34	9
4959403	18	18	11	28	13
3645354	14	20	17	41	13
906117	15	24	16	42	11
5121450	15	24	18	35	18
594416	15	25	16	32	13
6440463	12	23	10	42	15
4342297	12	17	12	37	19
3254745	11	21	15	32	19
6182760	12	20	11	29	16
6492526	14	26	11	33	19
5562866	12	22	10	34	17
4703112	13	22	9	37	13
4068440	13	21	14	41	15
5703510	16	18	13	33	14
4437509	11	23	10	40	12
5927002	12	20	13	42	18
6495250	19	22	12	30	11
3543354	14	17	15	34	10
2743095	12	25	14	29	11
1291560	18	22	17	29	12
5746262	18	20	10	38	17
1182582	14	22	14	30	14
3121371	14	19	10	39	16
4235282	12	18	13	37	20
492278	9	17	13	33	14
2413933	17	20	13	39	18
2244635	10	17	10	29	16
2296225	17	19	11	30	15
5280129	13	25	9	41	13
3918606	14	21	13	29	14
3801596	15	27	16	32	19
736709	17	26	15	34	12
5604038	11	18	9	36	18
634772	15	23	10	39	15
4532179	10	16	14	30	14
382243	9	22	9	36	15
5384384	16	21	13	27	13
1530203	13	20	13	38	15
3076311	14	21	11	30	16
364865	16	20	13	29	12
4877451	12	18	9	36	16
832931_1	15	26	16	38	17
832931_2	15	26	16	38	17
832931_3	15	26	16	38	17
1206305	15	27	14	38	15
4584531	18	25	16	35	19
5448946	12	24	10	41	20
3445925	16	27	13	36	19
3167266	16	20	16	39	18
2604523	11	23	15	42	18
5539904	11	18	13	42	13
5075794	9	21	16	41	16
4301379	10	21	14	35	11
909421	17	26	12	34	14
1836141	16	24	10	30	13
1130894	17	26	12	34	14
4223433	14	22	15	42	18
2212989	16	25	15	38	14
5561378	17	23	11	29	19
6526833	19	20	12	36	14
4952789	15	23	10	28	20
2230430_1	17	25	14	36	20
2230430_2	17	25	14	36	20
2230430_3	17	25	14	36	20
1420415	14	24	17	39	13
4782664	14	25	12	36	15
4355059	17	27	14	31	16
4182040	11	24	10	37	17
3548913	9	16	11	32	11
1842713	14	22	18	30	14
4410735	13	26	10	40	15
5059232	18	28	10	34	16
4332924	14	26	10	40	19
146647	19	24	13	32	15
5890276	10	26	11	29	16
3417477	18	27	15	41	15
1624759	15	24	10	31	11
5002119	14	19	13	40	18
2865774	14	17	12	34	14
1865485	10	19	13	35	16
498997	12	21	12	30	13
6236377	14	19	14	38	15
262712	16	20	15	34	17
6384736	11	20	12	41	17
3220290	13	25	14	34	20
5633095	13	26	11	38	17
1715071	10	24	14	42	13
1211525	16	21	17	39	13
219964	19	18	10	32	13
2709578	15	25	13	34	14
5625942	15	25	11	30	13
702468	15	26	14	33	16
5480980	14	22	11	40	14
2749820	11	18	14	33	12
396419	14	25	11	37	14
1874021	13	24	10	33	11
1453387_1	11	17	15	38	14
1453387_2	11	17	15	38	14
702213	10	19	13	42	15
5311878	14	24	17	30	15
6324694	11	27	16	33	14
1888408	15	28	15	34	19
3724986	12	28	15	40	16
2174159	11	20	12	36	19
5745089	14	26	13	32	15
5556490	15	27	13	33	15
5548870	13	22	11	42	19
5406181	13	21	13	30	15
2510614	13	24	13	25	14
5041402_1	16	22	14	38	18
5041402_2	16	22	14	38	18
1449908	15	19	18	34	13
537971	19	22	15	33	16
1750027	16	20	16	34	12
2065574	15	18	15	27	13
6211455	13	20	15	28	17
322235	10	23	14	32	15
3749155	11	25	12	30	18
489867	17	27	16	29	19
5103395	12	20	9	36	10
4859004	11	23	10	29	17
968795	15	28	12	36	18
3810536	13	23	16	30	15
476568	12	28	11	33	15
4418362	16	26	12	42	17
6494553	14	18	14	29	12
5040392	12	19	11	35	18
4117096	16	22	17	37	19
4855460	12	18	12	33	14
4330379	19	19	13	31	12
998977	13	16	15	32	9
2116768	14	27	15	36	15
854430	16	20	15	27	14
4424275	14	19	12	38	18
3077690	17	19	12	37	15
3371955	15	27	16	42	12
5764321_1	11	28	12	40	15
5764321_2	11	28	12	40	15
3149637	14	22	13	30	13
2015558	17	21	15	32	16
3726011	10	20	13	37	16
4032959	14	24	12	29	15
3190958	13	22	14	24	15
3554890	12	22	17	34	10
4450332	10	23	11	37	15
4807202_1	15	23	12	41	19
4807202_2	15	23	12	41	19
6241166	12	17	14	42	19
4203661	16	22	15	26	11
4584258	14	28	16	30	12
4180770	19	25	9	30	12
4365661	14	23	10	39	10
3799112	16	25	10	33	14
1812990	16	22	14	28	9
66368	12	20	16	27	12
2593348	17	26	13	41	13
1976932	17	26	9	38	13
2940670	11	20	10	39	11
6527283	11	21	9	31	13
3974209	16	25	16	32	18
758734	17	22	15	34	18
4448794_1	13	27	12	29	19
4448794_2	13	27	12	29	19
581272	11	18	10	39	20
5592811	13	26	17	37	14
2368032	11	27	16	32	16
4309728	14	19	17	32	13
1851586	15	21	11	30	18
5439455	14	22	13	34	20
3381690	15	21	12	40	15
1774690	13	20	14	28	9
915321	16	21	16	33	15
1078131	19	23	12	30	15
2729210	10	19	13	34	10
1883823	14	25	10	36	17
2015210	10	18	9	34	11
3643593	12	20	9	33	15
5787244	9	21	12	29	14
6427449	12	16	15	34	11
2835471	15	20	13	30	15
4950230_1	17	21	18	39	15
4950230_2	17	21	18	39	15
3940115	14	22	12	38	13
4869973	17	25	13	31	11
3551857	13	27	14	40	10
3319196	15	27	15	41	18
3704133	9	24	10	32	14
3636218	15	17	13	35	14
6579863	11	25	13	32	18
5228923	18	25	10	33	12
6500303	14	19	13	28	16
3712290	10	26	13	29	20
6076877	17	22	10	27	14
1514694	16	24	9	26	16
5272470	13	25	10	34	20
2996514	12	21	13	35	18
1854088	10	20	9	30	14
2826996	17	20	14	42	19
5234762	14	21	17	30	20
2467263	14	26	17	30	19
4186256	14	18	11	37	11
5527283	18	25	12	40	16
982475	11	22	9	31	14
4926112	10	27	11	34	14
5330632	17	25	11	35	17
2193982	10	24	11	37	16
3059505	11	26	9	29	13
1674132	16	21	13	39	17
1759033	14	25	14	31	13
2646987	15	20	14	39	11
6405127	18	19	13	38	15
1955528	15	28	13	33	11
3042335	17	26	11	42	13
3348453	13	16	14	33	14
6582470	11	18	16	29	11
6245600	16	26	16	36	12
3726561	15	26	13	29	10
3265998	16	28	12	29	15
3195207	15	20	13	41	19
3917297	16	22	11	32	13
5705980	11	21	11	41	14
3463126	10	25	15	42	13
1640912	10	24	15	27	10
