TARA_148	TARA_150	TARA_67	TARA_68
6213160	9	10	23	20
4634034	9	9	24	20
6294507	12	12	24	24
689726	12	14	19	24
846062	11	17	24	18
2634399	16	16	22	17
77376_1	11	10	20	15
77376_2	11	10	20	15
514252	9	9	26	21
5519730	9	14	23	19
827458	11	13	22	19
557956	11	10	22	22
196806	14	13	27	18
802900	12	13	19	23
1219192_1	11	10	20	22
1219192_2	11	10	20	22
3022556	13	12	26	17
4304194	10	11	25	20
1070889	12	14	19	15
1710694_1	11	13	25	12
1710694_2	11	13	25	12
1710694_3	11	13	25	12
381207	10	9	18	21
1035664	9	9	19	14
3017787	11	12	18	22
2703924_1	11	10	18	20
2703924_2	11	10	18	20
1575598	12	17	24	20
1368899	11	11	15	19
5722365	13	11	13	16
4596823	11	10	17	15
2321549	12	11	17	22
73884	9	9	26	20
1392161	12	13	27	24
5918116	13	14	26	20
2287775	9	13	23	20
3581579	13	17	25	19
3169492	10	11	16	21
1229867	10	10	16	13
1321589	12	14	23	21
3584746	9	14	26	20
5139871	11	12	15	17
5220945	13	10	20	21
1887522	12	14	23	23
3728415_1	14	13	20	15
3728415_2	14	13	20	15
3707144	10	11	14	23
885544	11	13	14	19
1026923	9	9	24	20
557655	11	12	26	15
3544953	12	11	19	24
398696	15	10	23	18
888320	10	11	25	16
3952591	9	10	15	17
5457937	10	10	19	15
5832186	9	13	17	20
2367097	10	10	25	23
3656892_1	10	11	25	23
3656892_2	10	11	25	23
5352711	10	13	20	16
6116897	11	15	24	20
6108981	13	17	27	17
1825476	9	15	18	19
5672428	13	16	20	21
1599929_1	14	11	20	18
1599929_2	14	11	20	18
697774	12	17	20	20
4311083	10	13	20	13
2097518_1	16	12	21	15
2097518_2	16	12	21	15
4781119	14	13	19	21
2913647	9	9	19	19
4439118	10	10	20	24
214063	10	11	18	18
5128392	13	15	27	17
2601727	13	14	26	25
6529175	15	11	18	12
820127	9	16	25	17
1838650	9	10	23	20
5855807	9	9	25	26
629589_1	12	10	23	18
629589_2	12	10	23	18
629589_3	12	10	23	18
5469503	9	10	13	15
825407	14	9	24	20
3588027	10	13	16	21
375068	13	15	22	21
202003	12	12	22	12
6029234	10	12	21	20
2734400	11	15	19	22
216859	12	13	24	17
5453826	9	10	15	26
1352057	10	16	23	23
1069831	14	14	21	17
5709884	12	13	23	20
1523127	11	9	15	22
75732	11	13	20	20
5944857	13	11	27	20
3524916	15	14	23	21
6417378	14	12	13	18
1822690_1	9	12	15	17
1822690_2	9	12	15	17
2219720	13	13	15	14
6559988	11	13	27	26
2568267_1	12	11	20	23
2568267_2	12	11	20	23
3684588	10	12	26	22
5152338	9	15	21	13
4652485	9	14	21	13
5947501	16	10	22	23
5214942	12	15	18	20
1830784	12	12	19	26
2605771	10	14	17	14
5376466	11	13	14	18
5348398	9	13	19	17
1406240	15	15	22	19
1284223	13	11	17	13
515444	10	13	26	19
4292190	12	14	19	23
3471893_1	14	15	21	25
3471893_2	14	15	21	25
5524407	13	13	18	22
2606163	16	11	21	21
4609726	9	14	19	12
1996575	14	14	25	21
4771540	11	11	14	16
1945746	15	11	21	22
508418	12	11	21	19
6353205	11	11	18	25
5965448	14	13	21	22
220103	11	15	21	22
1714354	11	15	19	21
1265246	10	13	18	12
1720314	13	12	13	14
159366	9	15	18	19
2455637	9	11	19	15
5947395	9	14	23	19
2952962	11	15	24	20
1206311	13	13	17	13
815255_1	13	13	21	17
815255_2	13	13	21	17
2130385	13	11	26	21
1197494	13	12	19	21
4659102	11	13	13	23
2391268	9	12	23	16
2813414	11	10	19	19
2301235	13	14	23	22
5600857	9	9	17	22
4511931	12	10	17	21
5979140	9	12	27	23
1990700	12	11	21	17
1925979	12	10	27	16
2508820	11	16	21	21
3557555	12	13	14	14
5335018_1	9	13	20	22
5335018_2	9	13	20	22
3062415	12	15	20	20
4573745_1	12	12	23	16
4573745_2	12	12	23	16
4573745_3	12	12	23	16
3973108	9	13	21	17
3265919	14	13	22	26
3388851_1	11	9	19	21
3388851_2	11	9	19	21
3391964	13	16	16	19
6576894	11	14	24	17
62963	12	12	18	22
4766996	10	10	13	20
366841	9	10	19	22
3337650_1	13	16	23	20
3337650_2	13	16	23	20
4813	9	14	15	20
2483488	10	12	24	17
1361875	12	14	13	18
4500296	10	12	15	21
5440146	13	11	24	13
2995441	11	17	27	24
304077	10	14	16	15
595335	12	13	17	17
5084438	11	13	18	20
434538	9	11	24	18
1113391	11	9	20	21
1531865	13	12	16	23
3446506	10	14	20	20
3578093	12	14	16	19
5374851	16	12	25	24
1126586_1	11	13	24	18
1126586_2	11	13	24	18
727893	14	13	22	20
1585014	9	11	14	15
288996	12	13	21	21
6608570_1	12	14	19	17
6608570_2	12	14	19	17
1290345	11	10	26	19
5898971_1	11	12	22	24
5898971_2	11	12	22	24
2389945	12	14	27	23
1549138	9	11	14	21
2960860	13	13	24	24
410067	9	14	27	18
2594824	9	15	27	20
88253	11	13	18	15
5010651	11	11	21	18
5472923	11	12	18	15
3885156	10	12	16	20
925450	13	9	21	16
4677947	11	12	25	15
3160742	10	11	22	25
1018244	13	16	22	15
5189390	9	10	22	22
1268515	16	13	21	18
4604997	12	12	18	20
3251388	13	11	16	22
227388	11	10	25	16
2506581	11	13	23	22
3380892	9	10	16	15
3223597	10	15	19	16
636153	9	13	19	16
500149	12	15	21	13
5421513	10	17	23	13
4730978	10	11	21	14
216907	10	14	25	13
4826112	11	12	26	19
2371952	9	12	20	13
3468447	14	17	19	15
2311882	11	12	25	18
5013828	9	15	23	26
4979567	14	12	24	19
1680157	14	13	18	14
52494	13	12	25	21
1363045	9	15	18	15
3247612	10	9	23	19
173637	9	9	22	20
1537513	11	12	17	16
509598	9	15	17	23
5241652_1	12	12	21	26
5241652_2	12	12	21	26
6298834	12	15	25	25
2582449	9	10	19	14
1297581	11	12	20	24
2443995	15	10	25	22
4202330	12	16	19	22
1206442_1	10	17	18	20
1206442_2	10	17	18	20
5012289	13	14	26	15
4765824	15	11	18	20
2594885	13	17	16	19
1000395	10	9	22	18
370583	13	15	21	22
2012584	9	15	20	17
3665614	15	10	21	20
148067	11	12	21	16
6042488	9	9	17	21
5805082	15	15	14	20
4334021	9	14	17	17
3940713	9	12	21	17
676773	10	14	21	20
2626252	11	12	14	20
3656678	10	14	15	24
3076069	15	17	18	23
5873641	14	16	17	22
3465398	12	13	15	19
3994646	11	12	17	17
2766139	14	13	27	23
2396139	15	14	19	18
3856125	10	16	24	17
597330	13	10	21	15
71022_1	15	10	19	22
71022_2	15	10	19	22
244317	11	9	25	20
1835252	14	17	19	20
1139905	10	16	19	19
4144891	9	10	15	15
1453527	12	13	20	14
6392612	12	10	22	18
6214765	9	11	16	20
1134240	10	11	17	17
2513627	11	13	16	16
1798995	10	10	20	20
2158081	15	15	16	19
5548063	10	12	17	23
727029	11	12	20	22
2399015	10	9	19	22
1178257	12	13	19	20
2744079	12	13	20	12
1035998	10	17	19	19
5677327	12	10	24	24
4507642_1	11	10	19	22
4507642_2	11	10	19	22
2663122	13	15	24	17
754184	12	13	21	20
5200316	12	15	19	18
333639	11	15	22	21
1609210	15	16	18	13
262931	10	14	26	19
1360730	11	14	17	14
4258143	11	10	20	18
1992334	15	15	21	23
4342021	13	12	20	20
5301120	9	10	25	16
1833383	10	10	22	25
4923535	13	13	18	15
4934617	12	12	14	14
5277974	11	15	22	22
610049	9	14	20	22
2196697	15	9	20	19
1548266	14	11	19	25
1429660	11	9	27	21
2307615	10	13	15	16
5649492	15	13	17	22
2332008	9	9	24	20
246872	12	14	23	23
2854458	9	9	23	19
4651844	12	11	21	23
2179197	10	10	19	16
928666_1	13	14	15	19
928666_2	13	14	15	19
928666_3	13	14	15	19
6563133	15	12	17	18
6531927	10	12	16	20
4499743	13	13	21	19
1091935	9	10	21	13
6544521	11	17	20	21
1987284	11	11	17	15
4998151	11	10	21	21
2558151	9	14	20	17
6235	12	10	24	15
1501851	10	9	23	17
3864631	11	16	22	16
6302727	11	9	20	13
1548514	12	15	20	20
6449255	14	12	27	21
361219_1	10	14	20	23
361219_2	10	14	20	23
2823586	14	14	18	21
9148	10	10	21	15
5731542	9	13	24	22
573428	10	12	13	16
4607438	10	14	19	21
793125	13	12	24	14
6458311	13	14	22	22
410435	12	11	27	17
3782706_1	10	14	18	14
3782706_2	10	14	18	14
5595968	13	15	22	22
6147312	10	15	22	16
1050998	12	11	24	21
4213372_1	10	14	16	17
4213372_2	10	14	16	17
651355	11	17	24	15
88114	12	12	17	22
1082233	11	13	23	23
5070952	12	14	18	20
4576075	10	13	21	17
3853953	11	11	15	14
443973	9	13	20	15
6437337	11	14	19	24
4168994	13	14	20	20
354887	12	12	21	19
1855496	16	15	20	22
1823293_1	10	10	22	17
1823293_2	10	10	22	17
4869324	13	13	24	19
2522	9	11	22	26
2422138	9	11	18	19
205560	14	15	25	14
332484	16	17	17	20
751212	12	12	22	25
827398	13	12	25	18
3055236	9	13	16	22
2978050	9	13	23	20
513956	13	13	24	17
2316588	12	10	15	21
564810	12	13	21	13
5773980	12	17	13	15
2698152	14	17	16	18
802366	10	12	24	26
446645_1	12	14	16	19
446645_2	12	14	16	19
3074664	15	13	15	22
139981	12	12	22	17
90581	13	10	24	18
4789719	13	10	19	20
5990714	12	10	19	26
5406363	14	14	21	12
5069650	14	9	20	19
5350779	11	12	21	20
2884005	10	13	17	26
1695007_1	12	11	23	24
1695007_2	12	11	23	24
4042439	11	10	18	23
5318997	15	16	15	17
5334990_1	14	14	23	21
5334990_2	14	14	23	21
4702912_1	12	12	25	20
4702912_2	12	12	25	20
5104420	11	11	25	17
3323129_1	14	11	16	14
3323129_2	14	11	16	14
3323129_3	14	11	16	14
3688502	11	9	20	22
6270001	13	17	20	21
1650596	10	9	19	20
679157	11	11	16	20
2651949	9	14	25	20
5180319	10	15	18	20
5263336	15	14	24	20
5020623	9	14	25	17
3148305	11	13	21	18
4185726	10	11	24	26
6348275	10	10	16	24
5714673	12	10	16	18
5038600	14	13	23	17
6103599	9	12	21	17
467974	13	13	26	20
1390886	10	13	23	25
3924715	11	14	19	14
2853250_1	16	13	23	25
2853250_2	16	13	23	25
1464751	16	12	21	19
2644935	9	10	25	20
3224553	15	11	17	16
3443244	10	16	19	20
5287710	9	16	24	26
2020377	9	12	17	22
4037811	14	16	19	19
4888612	14	17	17	20
4056705	13	13	16	23
3400719	10	9	21	23
5941079_1	13	11	20	24
5941079_2	13	11	20	24
2214777	10	13	16	21
93967	9	12	19	25
3859788	9	10	18	20
5277101	12	12	17	14
2606780	13	10	21	22
1536822	12	10	17	21
5828711	13	16	25	15
226477	11	11	20	25
5307324	10	17	19	25
1573271	10	9	19	20
2559688	11	12	20	17
4856333	9	14	22	24
1849506	11	13	26	18
451611	14	9	23	25
3940376	13	13	20	16
3153487	13	15	17	17
4989775	12	13	14	21
4752568	16	14	21	19
4926663	15	12	20	24
1998661	10	10	20	22
4713575	12	9	13	20
2495355	13	10	26	14
2315888	9	13	16	16
6259135	11	13	19	24
2593081	15	15	17	19
3092438	10	10	21	19
3547220	15	13	19	19
5133841	11	15	21	15
589132	9	10	18	22
3640820	15	15	25	20
6037334	15	15	26	16
5363240	9	10	16	21
5048793	14	14	23	24
1750483	13	13	24	22
5755955	15	14	23	25
5143765	11	11	15	25
505459	13	14	19	24
4069318	14	16	20	17
507441	12	11	20	23
2016503	9	12	13	17
4288267_1	11	15	14	21
4288267_2	11	15	14	21
3973521	13	11	24	25
856848_1	12	14	19	19
856848_2	12	14	19	19
4360652	12	10	25	25
3014904	11	12	16	17
2010267	15	11	27	21
5953903	9	10	21	15
2382750	16	14	20	24
57380	11	11	26	19
6141133	11	10	24	22
2254755	11	16	19	16
4957461	16	13	21	22
2386529	13	17	22	18
2341439	10	10	26	25
1199260	9	14	24	25
3134598	12	15	17	23
3176621	12	15	26	21
2648787	10	15	18	17
2528544	9	10	15	15
3783587	11	16	19	21
3870178	14	14	15	15
2063541	10	16	26	22
2742370	9	15	19	19
1885030	12	13	14	17
3926847	9	15	17	16
2187861	9	12	18	26
2088313	12	16	24	15
3578710	13	13	20	20
1460135	10	13	26	18
3443849_1	9	14	26	17
3443849_2	9	14	26	17
6155765	10	15	22	19
5871131	11	12	20	13
677493	13	9	23	19
2075424	13	11	19	22
6476038	12	14	27	23
1237367	10	12	18	21
367916	9	13	20	16
1582920	13	10	20	23
6330915	11	10	19	16
4261641	12	11	21	23
5197429	9	12	20	25
5213895	9	10	25	20
5980490	15	12	14	19
4325227	13	10	18	18
2573726	12	12	27	14
2401641	14	13	20	22
5146201	13	9	20	21
4355191	11	13	19	18
5059806	11	9	21	22
5789730	11	13	20	25
6365661	13	13	25	22
2677478	10	17	21	20
206591_1	11	11	18	18
206591_2	11	11	18	18
2632314	9	9	22	25
1016808	9	9	15	23
4805685	14	14	19	12
1178653	11	10	24	24
4057821_1	9	15	22	16
4057821_2	9	15	22	16
816103	11	10	21	22
5067219	9	14	24	18
6131239	9	11	23	21
5704444	14	13	21	12
2760481	9	9	15	21
122921	11	9	18	17
561591	9	11	25	22
2494760	9	11	14	22
5076844	12	14	25	20
1297212	9	14	18	21
561560	10	10	20	14
1575870	9	10	22	23
4939716	9	16	20	17
452328	13	10	27	15
2404822	11	14	21	16
1805504	10	11	21	19
6219004	11	11	13	18
2970737	11	9	21	13
672465	15	12	19	20
3645162	9	12	17	25
512832	13	10	22	17
5418111	10	13	16	24
6332063	11	16	27	20
3486441	15	10	21	16
2334277	13	13	17	20
1027906	10	10	18	21
4433888	14	10	21	18
2012112	12	11	17	24
2467754	15	16	21	24
6335967	10	12	16	18
5992300	12	11	13	17
6397887	13	16	25	12
3387719	11	10	23	14
5107426	13	9	22	26
477369	11	9	16	21
3867765	9	10	15	26
2999852	13	10	23	17
921756	9	12	25	25
1904120	13	12	26	25
528393	14	11	21	15
70718	14	12	16	24
1100342	11	11	27	16
2497172	9	16	23	24
1059882	11	15	25	23
5188106	12	10	25	16
2595544	13	17	19	26
2623820	13	17	22	18
5613995	16	17	22	16
403336	10	17	19	20
1674603	12	16	19	22
1702702	13	10	18	14
890280	11	10	24	16
563491	11	13	27	19
