TARA_148	TARA_150	TARA_67	TARA_68
697774	1	1	0.15	1
4311083	0	0	0.85	0
2097518_1	1	1	0.142857142857143	1
2097518_2	1	1	0.142857142857143	1
4781119	0	0	0.842105263157895	0
2913647	1	1	0.157894736842105	1
4439118	1	1	0.2	1
214063	0	0	0.833333333333333	0
5128392	1	0.733333333333333	0	1
2601727	1	0.571428571428571	0	1
6529175	0	0	0.833333333333333	0
820127	0	0	1	0.176470588235294
1838650	1	0.7	0	0.9
5855807	0.111111111111111	0.111111111111111	1	0.884615384615385
629589_1	1	1	0.173913043478261	1
629589_2	1	1	0.173913043478261	1
629589_3	1	1	0.173913043478261	1
5469503	1	1	0.0769230769230769	1
825407	0.0714285714285714	0.888888888888889	1	0.05
3588027	0	0	0.8125	0
375068	0	0	0.818181818181818	0
202003	0	0	0.818181818181818	0
6029234	1	1	0.19047619047619	1
2734400	1	1	1	0.181818181818182
216859	1	0.923076923076923	0.0833333333333333	1
5453826	1	1	0.2	1
1352057	1	0.875	0	0.956521739130435
1069831	0	0	0.80952380952381	0
5709884	1	1	1	0.2
1523127	0	0	0.8	0
75732	0	0	0.85	0.05
5944857	0.0769230769230769	0.363636363636364	1	0
3524916	1	0.857142857142857	0.0869565217391304	1
6417378	0	0	0.923076923076923	0.111111111111111
1822690_1	1	1	0.2	1
1822690_2	1	1	0.2	1
2219720	0	0	0.8	0
6559988	1	1	0.111111111111111	1
2568267_1	1	0.545454545454545	0	0.956521739130435
2568267_2	1	0.545454545454545	0	0.956521739130435
3684588	0.8	0.583333333333333	0	1
5152338	0	0	0.80952380952381	0
4652485	0	0	0.80952380952381	0
5947501	0	0.4	1	0.0434782608695652
5214942	0	0.8	1	0
1830784	1	0.916666666666667	0	1
2605771	1	0.142857142857143	1	1
5376466	0	0	0	0.777777777777778
5348398	0.888888888888889	1	0.105263157894737	0.941176470588235
1406240	0.933333333333333	0.8	0	0
1284223	0.923076923076923	0.909090909090909	1	0.0769230769230769
515444	1	0.307692307692308	0	1
4292190	0	0	0.789473684210526	0
3471893_1	0	0.8	1	0
3471893_2	0	0.8	1	0
5524407	0.230769230769231	0	0	0.954545454545455
2606163	1	0.818181818181818	0.0476190476190476	1
4609726	1	0.928571428571429	0.157894736842105	1
1996575	0	0	0.8	0
4771540	0	0	0.785714285714286	0
1945746	0	0	1	0.272727272727273
508418	1	0.909090909090909	0.0952380952380952	1
6353205	1	1	0.222222222222222	1
5965448	1	1	0.19047619047619	1
220103	0.909090909090909	0.466666666666667	0	1
1714354	0	0.0666666666666667	0.947368421052632	0.0952380952380952
1265246	1	1	0.222222222222222	1
1720314	0	0	0.769230769230769	0
159366	1	1	0.222222222222222	1
2455637	1	0.909090909090909	0.105263157894737	0.933333333333333
5947395	1	1	0.217391304347826	1
2952962	0	0.333333333333333	1	0.1
1206311	0	0	0.764705882352941	0
815255_1	1	1	0.238095238095238	1
815255_2	1	1	0.238095238095238	1
2130385	0.0769230769230769	0.272727272727273	1	0
1197494	0	0	0.842105263157895	0.0476190476190476
4659102	0	0.307692307692308	1	0
2391268	1	1	0.217391304347826	1
2813414	0	0	0	0.842105263157895
2301235	0	0	0	0.818181818181818
5600857	1	1	0.235294117647059	1
4511931	0	0	0.764705882352941	0
5979140	0	0	0.777777777777778	0
1990700	0	0.636363636363636	0.952380952380952	0
1925979	0.916666666666667	0.1	0	0.1875
2508820	0.0909090909090909	0.0625	1	0.19047619047619
3557555	1	0.538461538461538	0	0.142857142857143
5335018_1	1	1	0.15	1
5335018_2	1	1	0.15	1
3062415	0	0	0	0.8
4573745_1	0.166666666666667	0.25	1	1
4573745_2	0.166666666666667	0.25	1	1
4573745_3	0.166666666666667	0.25	1	1
3973108	1	1	0.238095238095238	1
3265919	0.857142857142857	0.769230769230769	0	1
3388851_1	0.909090909090909	0.888888888888889	0	0.904761904761905
3388851_2	0.909090909090909	0.888888888888889	0	0.904761904761905
3391964	1	0.9375	0.1875	1
6576894	0.0909090909090909	0.0714285714285714	0.916666666666667	0
62963	0.916666666666667	0.666666666666667	0	1
4766996	1	0.9	0.0769230769230769	1
366841	1	1	0.210526315789474	1
3337650_1	0	0.8125	1	0
3337650_2	0	0.8125	1	0
4813	0	0	0.733333333333333	0
2483488	0	0	0.75	0
1361875	0	0	0	0.777777777777778
4500296	0.8	0.416666666666667	0	1
5440146	0	0	0.75	0
2995441	0	0	0.740740740740741	0
304077	0	0	0	0.8
595335	0.75	0.0769230769230769	0	0.882352941176471
5084438	1	0.0769230769230769	0	0.85
434538	1	1	1	0.222222222222222
1113391	0	0	0.9	0.0476190476190476
1531865	1	1	1	0.217391304347826
3446506	0	0	0.75	0
3578093	1	1	1	0.210526315789474
5374851	0.875	0.916666666666667	0.16	1
1126586_1	0	0.307692307692308	0.916666666666667	0
1126586_2	0	0.307692307692308	0.916666666666667	0
727893	1	0.538461538461538	0	1
1585014	1	1	0.285714285714286	1
288996	0	0	0.761904761904762	0
6608570_1	1	0.857142857142857	0	0.823529411764706
6608570_2	1	0.857142857142857	0	0.823529411764706
1290345	0	0.3	1	0.105263157894737
5898971_1	1	0.5	0	0.958333333333333
5898971_2	1	0.5	0	0.958333333333333
2389945	1	0.642857142857143	0.037037037037037	0.956521739130435
1549138	0	0.909090909090909	0	0.142857142857143
2960860	0.923076923076923	0.923076923076923	0.0416666666666667	0.833333333333333
410067	1	1	0.259259259259259	1
2594824	0.777777777777778	1	0.148148148148148	0.9
88253	1	0.692307692307692	0.0555555555555556	1
5010651	1	0.909090909090909	1	0.166666666666667
5472923	0	0.0833333333333333	0.777777777777778	0
3885156	1	0.25	0	0.95
925450	1	1	0.285714285714286	1
4677947	1	0.833333333333333	0.12	1
3160742	0	0	0.909090909090909	0.2
1018244	0	0.3125	1	0
5189390	1	1	1	0.318181818181818
1268515	1	0.307692307692308	1	1
4604997	1	0.833333333333333	0.166666666666667	1
3251388	1	0.909090909090909	0.25	1
227388	1	1	0.28	1
2506581	0	0.461538461538462	1	0.0454545454545455
3380892	1	1	1	0.266666666666667
3223597	1	0.866666666666667	0.210526315789474	1
636153	1	0.307692307692308	0.157894736842105	1
500149	0.75	0.8	0	0
5421513	1	0.764705882352941	0	0.153846153846154
4730978	0	0	0.714285714285714	0
216907	1	1	0.28	1
4826112	0.272727272727273	0	0.0384615384615385	0.894736842105263
2371952	1	1	0.3	1
3468447	1	1	0.315789473684211	1
2311882	1	0.75	0	0.388888888888889
5013828	0	0	0.695652173913043	0
4979567	0.928571428571429	1	0.208333333333333	1
1680157	1	0.923076923076923	0.111111111111111	0.857142857142857
52494	0	0	0.68	0
1363045	1	0.266666666666667	1	1
3247612	1	1	0.304347826086957	1
173637	0	0	0	0.8
1537513	0.909090909090909	0.666666666666667	0.0588235294117647	0.9375
509598	1	1	1	0.304347826086957
5241652_1	0.166666666666667	0.333333333333333	1	0.115384615384615
5241652_2	0.166666666666667	0.333333333333333	1	0.115384615384615
6298834	0.0833333333333333	0	0.72	0
2582449	0	0.4	0.842105263157895	0
1297581	1	0.333333333333333	0.05	1
2443995	0.866666666666667	0.6	0	0.909090909090909
4202330	0	0	0	0.681818181818182
1206442_1	0	0	0.666666666666667	0
1206442_2	0	0	0.666666666666667	0
5012289	0	0	0.730769230769231	0.0666666666666667
4765824	1	1	0.333333333333333	1
2594885	1	0.764705882352941	0.125	1
1000395	1	1	0.318181818181818	1
370583	1	1	1	0.318181818181818
2012584	0.888888888888889	0.266666666666667	1	1
3665614	0.933333333333333	1	0.285714285714286	1
148067	0	0	0.666666666666667	0
6042488	0	0	0	0.761904761904762
5805082	1	1	0.357142857142857	1
4334021	0	0	0	0.705882352941177
3940713	0.111111111111111	0.333333333333333	0.952380952380952	0
676773	1	1	0.333333333333333	1
2626252	0	0	0.5	0
3656678	0.3	0.5	1	0
3076069	0.133333333333333	0.176470588235294	0.944444444444444	0
5873641	0.928571428571429	0.3125	1	1
3465398	0.916666666666667	0.153846153846154	0	0.736842105263158
3994646	0	0	0.647058823529412	0
2766139	0.0714285714285714	0.230769230769231	1	0.0869565217391304
2396139	0.0666666666666667	0.642857142857143	1	0.944444444444444
3856125	0	0.0625	0.75	0
597330	0.846153846153846	1	0	0.733333333333333
71022_1	1	1	1	0.272727272727273
71022_2	1	1	1	0.272727272727273
244317	0.272727272727273	0.888888888888889	1	0.85
1835252	1	1	1	0.25
1139905	1	1	0.315789473684211	1
4144891	0	0	0	0.733333333333333
1453527	1	1	0.35	1
6392612	1	0.9	1	1
6214765	0	0	0.6875	0
1134240	0	0	0.647058823529412	0
2513627	1	1	1	0.3125
1798995	1	1	0.35	1
2158081	0	0.733333333333333	0	0
5548063	1	1	1	0.347826086956522
727029	1	1	0.35	1
2399015	1	1	0.315789473684211	1
1178257	0	0	0.631578947368421	0
2744079	0.916666666666667	0.230769230769231	1	1
1035998	0	0	0.631578947368421	0
5677327	1	0.3	0	0.541666666666667
4507642_1	0	0.4	1	0.590909090909091
4507642_2	0	0.4	1	0.590909090909091
2663122	1	0.533333333333333	1	1
754184	0	0	0	0.7
5200316	0	0.533333333333333	1	0.166666666666667
333639	0	0.0666666666666667	0.681818181818182	0
1609210	1	0.875	0.277777777777778	1
262931	0	0.571428571428571	0.961538461538462	0.789473684210526
1360730	0.272727272727273	0.214285714285714	0	0.928571428571429
4258143	0.909090909090909	1	0.3	1
1992334	0	0	0	0.652173913043478
4342021	0.0769230769230769	0.0833333333333333	0.85	0.05
5301120	0	0	0.64	0
1833383	0.2	0	0	0.72
4923535	0.769230769230769	0.153846153846154	0	0.866666666666667
4934617	0.0833333333333333	0	0	0.642857142857143
5277974	0.909090909090909	0.333333333333333	1	1
610049	0	0	0	0.636363636363636
2196697	0.4	0.777777777777778	1	0.210526315789474
1548266	0.857142857142857	0.818181818181818	0.105263157894737	0.12
1429660	0.909090909090909	1	0.185185185185185	0.904761904761905
2307615	1	0.307692307692308	1	1
5649492	1	0.615384615384615	0	0.818181818181818
2332008	1	1	0.375	1
246872	0	0	0.608695652173913	0
2854458	0	0.111111111111111	0	0.736842105263158
4651844	1	1	1	0.434782608695652
2179197	1	1	0.315789473684211	1
928666_1	0	0.214285714285714	0.933333333333333	0.105263157894737
928666_2	0	0.214285714285714	0.933333333333333	0.105263157894737
928666_3	0	0.214285714285714	0.933333333333333	0.105263157894737
6563133	1	1	0.411764705882353	1
6531927	0.9	0.916666666666667	1	0.25
4499743	1	1	0.428571428571429	1
1091935	1	0.9	0.333333333333333	1
6544521	0	0.529411764705882	1	0.142857142857143
1987284	0	0	0.588235294117647	0
4998151	1	1	0.333333333333333	0.952380952380952
2558151	0	0	0.6	0
6235	0.416666666666667	0.9	0.958333333333333	0.266666666666667
1501851	1	1	1	0.352941176470588
3864631	1	0.375	0.136363636363636	0.875
6302727	0	0	0	0.615384615384615
1548514	1	1	0.2	0.3
6449255	0	0	0.592592592592593	0
361219_1	0	0.214285714285714	0	0.739130434782609
361219_2	0	0.214285714285714	0	0.739130434782609
2823586	0.785714285714286	0.214285714285714	1	1
9148	0	0.6	0.904761904761905	0.266666666666667
5731542	0.888888888888889	1	1	0.363636363636364
573428	0.2	0.333333333333333	1	0.875
4607438	0	0	0.526315789473684	0
793125	1	0.416666666666667	1	1
6458311	0.230769230769231	0.142857142857143	0.0454545454545455	0.909090909090909
410435	0	0	0	0.647058823529412
3782706_1	1	0.357142857142857	0.222222222222222	1
3782706_2	1	0.357142857142857	0.222222222222222	1
5595968	0	0.333333333333333	0.727272727272727	0
6147312	1	0.4	0.0909090909090909	0.9375
1050998	0.583333333333333	0.727272727272727	0	0
4213372_1	1	1	0.4375	1
4213372_2	1	1	0.4375	1
651355	1	1	1	0.466666666666667
88114	0.583333333333333	0.833333333333333	0	0.227272727272727
1082233	0	0	0	0.652173913043478
5070952	0	0.0714285714285714	0.555555555555556	0
4576075	1	1	0.428571428571429	1
3853953	1	0.363636363636364	1	1
443973	0.222222222222222	0.923076923076923	1	0.266666666666667
6437337	1	1	1	0.375
4168994	1	1	0.5	1
354887	0	0.5	0.714285714285714	0.105263157894737
1855496	0	0.8	0.05	0.136363636363636
1823293_1	0.8	0.2	0	0.176470588235294
1823293_2	0.8	0.2	0	0.176470588235294
4869324	0.769230769230769	0.615384615384615	0	0.526315789473684
2522	0.888888888888889	0.818181818181818	1	0.230769230769231
2422138	0.888888888888889	0.363636363636364	1	0.947368421052632
205560	0	0	0.56	0
332484	0.8125	1	1	0.25
751212	1	1	0.454545454545455	1
827398	0.769230769230769	0.75	1	0.166666666666667
3055236	0.111111111111111	0.0769230769230769	0.0625	0.727272727272727
2978050	1	1	0.391304347826087	0.95
513956	0.769230769230769	0.230769230769231	0	0.588235294117647
2316588	0.333333333333333	0.6	1	0.904761904761905
564810	0.75	0.923076923076923	1	0.153846153846154
5773980	0.75	0.764705882352941	0	0.6
2698152	0.857142857142857	0.647058823529412	0.1875	1
802366	1	1	1	0.423076923076923
446645_1	0	0	0.0625	0.578947368421053
446645_2	0	0	0.0625	0.578947368421053
3074664	0.866666666666667	0.461538461538462	0.2	1
139981	1	0.75	0.5	1
90581	1	0.4	1	1
4789719	1	1	0.473684210526316	1
5990714	0.0833333333333333	0	0	0.615384615384615
5406363	0.714285714285714	0.214285714285714	0	0.583333333333333
5069650	0.714285714285714	0.666666666666667	0	0.421052631578947
5350779	0	0	0.523809523809524	0
2884005	1	1	1	0.423076923076923
1695007_1	0	0	0	0.583333333333333
1695007_2	0	0	0	0.583333333333333
4042439	0.727272727272727	0.9	0	0.347826086956522
5318997	0	0.625	0	0
5334990_1	0	0.0714285714285714	0	0.571428571428571
5334990_2	0	0.0714285714285714	0	0.571428571428571
4702912_1	0	0	0	0.55
4702912_2	0	0	0	0.55
5104420	0.0909090909090909	0.636363636363636	0.96	0.588235294117647
3323129_1	0	0	0.5625	0
3323129_2	0	0	0.5625	0
3323129_3	0	0	0.5625	0
3688502	1	1	1	0.454545454545455
6270001	0.307692307692308	1	1	0.904761904761905
1650596	0.7	0.333333333333333	0	0
679157	1	1	1	0.45
2651949	0	0	0.56	0
5180319	0.1	0	0.555555555555556	0
5263336	0.533333333333333	0.214285714285714	1	0.75
5020623	0	0	0	0.588235294117647
3148305	0	0	0.0952380952380952	0.666666666666667
4185726	0.9	0.272727272727273	1	0.307692307692308
6348275	1	1	0.5	1
5714673	1	1	0.5	1
5038600	0.142857142857143	0.384615384615385	1	0.529411764705882
6103599	1	0.833333333333333	0.333333333333333	1
467974	0.769230769230769	0.923076923076923	1	0.3
1390886	1	0.846153846153846	0.260869565217391	0.84
3924715	0.272727272727273	0.285714285714286	0.842105263157895	0
2853250_1	1	0.692307692307692	0.173913043478261	0.8
2853250_2	1	0.692307692307692	0.173913043478261	0.8
1464751	0.4375	0.916666666666667	1	0.263157894736842
2644935	0.555555555555556	1	1	0.3
3224553	0.4	0.727272727272727	1	0.375
3443244	0	0.0625	0	0.65
5287710	0.333333333333333	0.1875	0.625	0.0384615384615385
2020377	0.888888888888889	0.833333333333333	1	0.363636363636364
4037811	0	0	0.578947368421053	0.105263157894737
4888612	0.142857142857143	0.470588235294118	0.823529411764706	0
4056705	0.769230769230769	0.307692307692308	0.0625	0.434782608695652
3400719	0	0.444444444444444	0.476190476190476	0.739130434782609
5941079_1	0.769230769230769	1	0	0.75
5941079_2	0.769230769230769	1	0	0.75
2214777	0	0	0	0.428571428571429
93967	0.666666666666667	1	1	0.28
3859788	0	0	0	0.55
5277101	0.0833333333333333	0	0.588235294117647	0.0714285714285714
2606780	0.230769230769231	0.2	0	0.454545454545455
1536822	0	0.2	0.764705882352941	0.142857142857143
5828711	0.384615384615385	0.75	1	1
226477	1	1	1	0.44
5307324	0	0	0.473684210526316	0
1573271	1	1	0.473684210526316	1
2559688	0	0.0833333333333333	0.65	0.0588235294117647
4856333	0	0	0	0.458333333333333
1849506	1	0.923076923076923	0.423076923076923	0.944444444444444
451611	0.5	0	0	0.6
3940376	0	0.153846153846154	0.6	0
3153487	0	0.466666666666667	0	0
4989775	1	0.538461538461538	0.214285714285714	0.952380952380952
4752568	0.5625	0.214285714285714	1	0.210526315789474
4926663	0.4	0.666666666666667	0.7	0.916666666666667
1998661	0	0.3	0	0
4713575	0	0	0.0769230769230769	0.55
2495355	0.923076923076923	0.4	0.307692307692308	0.928571428571429
2315888	0.777777777777778	0.923076923076923	0.3125	0.75
6259135	1	1	1	0.5
2593081	1	1	1	0.631578947368421
3092438	1	1	0.523809523809524	1
3547220	0.0666666666666667	0	0.526315789473684	0
5133841	0.363636363636364	0.533333333333333	1	0.266666666666667
589132	1	1	0.555555555555556	1
3640820	0.0666666666666667	0.0666666666666667	0.4	0
6037334	0	0	0.461538461538462	0
5363240	0	0	0.5	0
5048793	0.928571428571429	0.785714285714286	1	0.291666666666667
1750483	0.923076923076923	1	1	0.454545454545455
5755955	0.866666666666667	0.714285714285714	0.217391304347826	0.92
5143765	0	0	0	0.48
505459	0	0.5	0	0
4069318	1	0.5	0.2	0.882352941176471
507441	1	1	1	0.608695652173913
2016503	0.666666666666667	0.5	0	0.0588235294117647
4288267_1	0.181818181818182	0	0	0.619047619047619
4288267_2	0.181818181818182	0	0	0.619047619047619
3973521	1	1	0.625	1
856848_1	0	0.0714285714285714	0.526315789473684	0.0526315789473684
856848_2	0	0.0714285714285714	0.526315789473684	0.0526315789473684
4360652	0.25	0	0	0.68
3014904	0	0.333333333333333	0.6875	0.176470588235294
2010267	0	0	0.444444444444444	0
5953903	1	1	1	0.533333333333333
2382750	0.1875	0.0714285714285714	0	0.625
57380	0	0.181818181818182	0.615384615384615	0.0526315789473684
6141133	0.0909090909090909	0.1	0.625	0.181818181818182
2254755	1	1	0.578947368421053	1
4957461	1	1	1	0.5
2386529	0	0.529411764705882	0.0454545454545455	0
2341439	0.1	0.8	0.807692307692308	0.24
1199260	0.222222222222222	0.5	0.916666666666667	0.24
3134598	1	1	0.588235294117647	1
3176621	1	1	0.576923076923077	1
2648787	1	1	1	0.588235294117647
2528544	0	0.1	0	0.533333333333333
3783587	0.181818181818182	0.25	0.368421052631579	0.857142857142857
3870178	0	0.0714285714285714	0.6	0.0666666666666667
2063541	0.4	0.625	0.730769230769231	0.0454545454545455
2742370	0.333333333333333	0.866666666666667	1	0.473684210526316
1885030	0.916666666666667	0.384615384615385	0.928571428571429	0.882352941176471
3926847	0	0.0666666666666667	0	0.5
2187861	1	0.75	0.888888888888889	0.384615384615385
2088313	0.583333333333333	0.5625	0	0.666666666666667
3578710	0.538461538461538	1	1	0.6
1460135	0	0	0.423076923076923	0
3443849_1	0	0	0.423076923076923	0
3443849_2	0	0	0.423076923076923	0
6155765	0.8	0.8	0.363636363636364	0.263157894736842
5871131	0.818181818181818	0.75	1	0.923076923076923
677493	0.615384615384615	0.666666666666667	0.91304347826087	0.263157894736842
2075424	1	0.909090909090909	0.526315789473684	1
6476038	0.166666666666667	0	0.444444444444444	0.0434782608695652
1237367	0	0	0	0.476190476190476
367916	1	1	0.6	1
1582920	1	1	1	0.565217391304348
6330915	1	1	1	0.625
4261641	1	1	1	0.565217391304348
5197429	1	0.916666666666667	1	0.56
5213895	0	0	0.52	0.1
5980490	1	0.75	0.571428571428571	0.526315789473684
4325227	0.461538461538462	0.9	1	0.722222222222222
2573726	1	1	0.555555555555556	1
2401641	1	0.846153846153846	0.5	1
5146201	0.230769230769231	0	0.15	0.619047619047619
4355191	0.181818181818182	0.769230769230769	0.789473684210526	0.833333333333333
5059806	1	1	1	0.636363636363636
5789730	0.363636363636364	0.615384615384615	0.95	0.88
6365661	0.230769230769231	0.307692307692308	0.68	0.772727272727273
2677478	1	0.941176470588235	0.571428571428571	1
206591_1	0.0909090909090909	0.181818181818182	0.111111111111111	0.611111111111111
206591_2	0.0909090909090909	0.181818181818182	0.111111111111111	0.611111111111111
2632314	0.444444444444444	0.111111111111111	0.772727272727273	0.52
1016808	1	1	1	0.608695652173913
4805685	0.714285714285714	0.857142857142857	0.421052631578947	0.583333333333333
1178653	0.454545454545455	0.9	0.458333333333333	0.0833333333333333
4057821_1	1	1	0.636363636363636	1
4057821_2	1	1	0.636363636363636	1
816103	0	0	0.0952380952380952	0.5
5067219	0	0	0.375	0
6131239	1	0.909090909090909	1	0.619047619047619
5704444	0.785714285714286	0.307692307692308	0.476190476190476	0.166666666666667
2760481	1	1	0.933333333333333	0.571428571428571
122921	0	0	0.0555555555555556	0.470588235294118
561591	1	1	0.64	1
2494760	0.222222222222222	0.363636363636364	0.642857142857143	0
5076844	1	0.928571428571429	0.6	1
1297212	1	1	0.666666666666667	1
561560	0	0	0.35	0
1575870	1	1	1	0.608695652173913
4939716	1	0.8125	1	0.470588235294118
452328	1	1	0.62962962962963	1
2404822	0	0	0.333333333333333	0
1805504	1	1	0.666666666666667	1
6219004	0.0909090909090909	0.545454545454545	0	0.111111111111111
2970737	0	0.111111111111111	0.428571428571429	0
672465	0.4	0	0.578947368421053	0.35
3645162	0.333333333333333	0.666666666666667	1	0.64
512832	0.230769230769231	0.2	0.681818181818182	0.235294117647059
5418111	0.8	0.923076923076923	1	0.541666666666667
6332063	0.727272727272727	1	0.444444444444444	0.85
3486441	1	1	0.666666666666667	1
2334277	0.230769230769231	0.153846153846154	0	0.5
1027906	1	1	1	0.666666666666667
4433888	0.285714285714286	0.3	0.0476190476190476	0
2012112	0.0833333333333333	0.363636363636364	0.470588235294118	0.333333333333333
2467754	0.266666666666667	0.3125	0.904761904761905	0.416666666666667
6335967	0.2	0.5	0.125	0.5
5992300	0.333333333333333	0.272727272727273	0	0.529411764705882
6397887	1	0.5625	0.6	1
3387719	1	1	0.695652173913043	1
5107426	0.923076923076923	0.666666666666667	1	0.615384615384615
477369	0.818181818181818	0.666666666666667	1	0.571428571428571
3867765	0	0	0	0.346153846153846
2999852	0.846153846153846	0.8	1	0.588235294117647
921756	0.888888888888889	0.916666666666667	0.96	0.6
1904120	0.0769230769230769	0	0	0.32
528393	1	0.818181818181818	0.666666666666667	0.933333333333333
70718	0.214285714285714	0	0	0.333333333333333
1100342	1	1	0.740740740740741	1
2497172	0.333333333333333	0.125	0.521739130434783	0.125
1059882	0.909090909090909	0.933333333333333	0.96	0.652173913043478
5188106	1	1	0.76	1
2595544	0.769230769230769	0.764705882352941	0.894736842105263	0.384615384615385
