TARA_23	TARA_25	TARA_26	TARA_78	TARA_80
2761325	13	15	9	11	77
3114023	11	12	12	17	52
1347487	12	16	15	15	77
4658853	11	18	11	14	72
730151	16	20	13	16	79
945605	10	14	11	9	49
6186440	12	18	13	15	73
5342207_1	12	15	11	12	51
5342207_2	12	15	11	12	51
2501943	17	21	15	13	66
5028430	13	16	10	15	50
2795482	10	15	10	9	56
6598996	16	17	14	12	66
6070438	15	18	14	13	69
4850639	15	20	16	13	66
1362895	10	18	11	19	64
4699858	13	19	12	18	81
3249024	12	12	13	13	51
5856693	13	14	11	12	60
3498150	13	15	9	10	61
2008133	10	15	13	14	54
2457116	15	15	9	12	55
1574838	11	16	13	11	60
5285145	10	19	11	10	78
1749250	12	18	15	15	77
4610459_1	12	13	9	17	78
4610459_2	12	13	9	17	78
1534235_1	12	16	12	9	52
1534235_2	12	16	12	9	52
751184	14	13	9	14	50
4653952	14	19	13	14	51
3628601	9	12	12	19	68
3871004	17	19	12	10	63
3155481	17	13	9	11	48
4796053	13	16	14	10	54
1739326	10	16	12	16	72
4481954	10	17	12	13	58
2856521	15	19	11	15	80
6212944	11	17	13	10	65
1317092_1	13	19	12	16	80
1317092_2	13	19	12	16	80
1317092_3	13	19	12	16	80
2421756	10	15	10	9	59
2423332	15	16	10	17	51
6107669	16	15	11	11	75
5516219	15	13	9	15	57
3001703	15	16	12	10	76
2912382	10	15	12	12	60
5299561	14	18	15	13	81
3213770	13	16	14	10	48
707489	12	16	11	14	59
206028	18	20	15	17	68
3839924	12	17	12	12	51
3516034	11	13	12	16	64
733695	14	16	15	16	77
5581920	11	17	13	12	78
5165073	10	15	10	13	55
2231202	9	12	9	14	51
2811781	13	16	9	14	52
4030909	10	17	10	12	54
1797328	12	18	16	14	84
266608	14	15	15	15	78
115861	12	16	14	9	52
2477360	15	12	15	13	70
588855	16	15	12	14	73
3351269	14	13	13	12	72
5634415	10	19	10	13	72
3135164	14	18	11	11	71
913695	14	11	11	13	52
3701241	12	14	12	14	68
1327003	9	14	14	16	73
6455513	9	19	10	16	65
658434	14	17	13	11	53
221881	10	18	10	15	65
2762788	11	16	14	15	73
5012683	9	11	9	13	53
6034392	10	11	9	13	56
304002	13	17	11	15	56
1216089	17	11	10	15	49
4358968	10	19	14	18	72
2982094	11	12	14	10	49
5266657	14	11	10	18	78
6298807	10	18	16	13	77
4594415	11	19	13	13	78
6477285	12	14	13	13	54
1468673	10	12	9	18	61
915779	15	15	12	16	73
2985127	13	21	11	13	66
3619281_1	13	13	11	15	71
3619281_2	13	13	11	15	71
3232774	16	11	11	16	49
6333885	16	19	11	14	70
5646547	11	18	13	12	65
4759011	11	12	10	12	62
6013389	14	19	9	13	59
4517263	16	13	16	12	74
2118836	17	16	12	12	68
4713276	15	21	13	15	78
4492311	16	16	14	17	80
1061645	10	16	13	12	59
1985599	16	17	10	12	60
2749296	9	14	13	15	67
2050010	17	16	13	10	54
2250337	11	12	13	15	63
1352878	9	15	11	17	54
738032	17	20	12	17	77
3620788	11	17	14	12	61
4461534	14	16	13	13	86
1510637	14	15	13	16	72
3459682	12	16	10	14	70
1002310	13	15	11	18	81
4678489	11	18	10	14	58
4210742	16	16	11	9	76
662402	9	17	14	13	58
1752625	15	19	12	13	87
4963659	12	13	12	17	77
1294147	12	13	9	13	48
5515874	14	16	12	11	53
4875230	11	14	13	18	54
2428277	17	19	9	14	70
666469	16	20	16	16	84
1978487	11	15	14	13	58
3946467	14	15	12	15	77
2976677	12	12	14	16	68
2149854	14	13	11	13	55
308073	12	16	13	13	52
5633203	12	18	14	10	70
1263762	13	15	9	14	56
2593220	14	17	14	11	56
145846	13	17	9	14	50
2947188_1	10	14	11	17	53
2947188_2	10	14	11	17	53
2922237	10	14	11	18	66
1515661	14	18	11	11	52
2483007	18	18	13	13	72
3405294	13	12	13	11	55
27683	11	12	9	18	66
1910538	14	19	14	15	78
6426675	13	13	11	11	72
1436204	12	16	12	15	51
5745974	17	20	12	14	67
2647989	13	17	14	16	80
96776	9	17	12	17	74
4932111	15	13	10	9	52
798845	10	17	10	19	65
1308264	11	19	9	10	68
707164	11	15	10	17	62
4058329	15	16	14	9	69
59859	15	17	16	12	66
4740024	9	13	12	16	64
2989949	14	19	16	11	77
3083941	10	17	9	16	73
673491_1	17	21	15	16	68
673491_2	17	21	15	16	68
871747	13	15	11	10	69
3479656	10	14	12	14	75
3985057	11	17	15	16	75
1409418	11	14	9	18	80
465558	9	17	15	13	75
2486125	13	19	12	13	52
2864144	11	17	12	16	74
2182075	10	14	10	16	61
1498061	9	17	11	12	78
243272	13	11	15	12	53
279636	16	17	15	14	87
3918363	14	15	10	11	55
3281338_1	14	19	13	14	74
3281338_2	14	19	13	14	74
5326421	18	15	15	11	71
5567798	18	20	12	13	84
2918512	14	16	14	14	75
4323671	15	16	11	14	79
4549801	10	12	10	14	58
2965575	14	17	15	14	86
330799	17	19	11	18	83
6124589_1	12	16	12	12	63
6124589_2	12	16	12	12	63
2803626	11	20	13	15	67
5489225	14	17	16	13	67
4904278	9	17	14	17	74
5405048	11	15	9	9	49
1181721_1	12	18	14	19	79
1181721_2	12	18	14	19	79
3100925	11	15	14	13	59
1095778	15	15	15	16	78
1179864	9	19	13	13	60
1354045	9	14	11	17	52
1196852	14	15	14	15	78
675634_1	14	18	10	16	74
675634_2	14	18	10	16	74
675634_3	14	18	10	16	74
6126465	12	19	9	16	71
1530916	17	17	14	14	76
4632590	10	12	9	15	49
3171019	16	19	12	17	82
5527074	15	18	14	16	78
1247608	11	15	14	13	51
2674736	15	20	13	14	77
2188488	17	16	14	17	74
1147524	16	18	11	14	85
4059933	15	17	13	13	80
3278543	13	15	14	10	50
1210594	11	16	12	16	73
4010662	11	17	9	19	64
3090442	12	18	10	12	74
5647787	17	14	11	10	76
1693323	13	20	14	18	69
558836_1	16	20	12	12	63
558836_2	16	20	12	12	63
5155830	14	19	12	11	70
6005211	11	20	15	9	57
2543259	11	14	9	12	69
1463407	12	18	9	10	68
4034142	12	17	10	13	78
3896445	10	16	11	17	73
2069398	10	14	12	9	60
4063735	14	17	13	11	69
5040286	12	18	11	12	69
5162369	15	13	16	10	71
727902	13	18	13	9	70
3902478	16	18	16	10	66
1254293	10	12	14	16	70
2955374	14	14	14	16	81
5516126	12	11	11	11	50
4466141	9	17	15	16	73
1676839_1	12	15	12	12	68
1676839_2	12	15	12	12	68
3025775	11	17	14	10	52
4274589	16	17	10	14	70
5025481	11	14	12	16	68
1509739	9	17	14	12	58
357095	15	17	16	11	67
952785	15	13	13	12	72
3074903	13	19	13	15	71
2069695	10	11	12	17	46
3411592	13	18	13	15	50
2781545	11	17	15	10	68
2693999	10	14	10	17	68
2671581	15	16	11	9	56
296145	17	21	9	13	64
5103112	10	13	9	13	78
6017312	15	21	16	15	66
5412694	12	13	9	11	48
2354280	10	17	16	14	75
2888384	10	14	10	10	74
1174951_1	15	19	12	17	76
1174951_2	15	19	12	17	76
3639965	13	17	9	14	57
2438730	14	11	10	18	79
3978018	11	15	16	17	78
472411	17	19	15	14	67
1361124	14	15	10	13	71
1953901	18	15	14	10	75
2991243	10	20	13	9	65
6190811	17	18	14	16	85
4941528	9	12	13	15	68
1621827	17	17	15	9	57
473555	10	12	11	17	68
3061898	14	18	13	18	75
4033097	17	17	12	9	67
2909182	11	13	10	15	64
2270975	12	18	11	15	76
1221730	11	19	11	11	61
3349443	10	19	13	13	64
3714425	10	18	12	13	65
2451770	13	15	13	10	54
4168174	11	19	12	15	61
5569164	9	12	12	9	56
5781989	10	18	13	14	58
6588596	18	14	12	10	77
6367497	17	17	12	12	77
1451279	11	17	9	13	64
4355049	14	16	12	12	76
885992	11	17	15	14	64
4130577	18	14	10	11	70
556006	17	15	12	9	65
2488971	13	11	13	10	50
5300800	16	14	9	12	54
3321547_1	10	11	11	18	62
3321547_2	10	11	11	18	62
2260347	14	18	13	14	50
3904984	9	11	12	15	48
3701531	12	15	10	15	71
6513797	18	19	11	12	76
105202	11	17	15	13	86
5679063	18	21	12	13	78
5775539	14	17	14	15	87
2405821	17	17	13	14	72
645888	11	13	11	9	49
4667537	17	13	15	11	74
3537730	11	14	12	16	64
6611936	13	16	14	11	57
2150160	11	16	12	13	77
2864538	11	20	10	13	61
2675843	14	18	16	17	85
5786622	11	17	13	12	57
2413114	17	17	12	9	74
1876107	12	18	12	16	72
1348052	15	15	9	13	75
3474638	16	15	15	14	78
332677	11	13	12	11	76
3427341	11	19	11	13	70
1926211	9	15	10	17	71
1624770	15	16	13	15	71
5966980	11	20	13	14	71
3717577	16	12	9	9	52
3269846	14	17	9	17	72
6032195	12	13	11	10	46
5137233_1	15	21	9	14	62
5137233_2	15	21	9	14	62
6114622	9	20	9	13	76
1102699	15	13	14	10	50
1932126_1	18	19	12	14	83
1932126_2	18	19	12	14	83
2895467	14	14	9	12	55
1371298	18	16	16	11	76
2199683	17	18	13	15	78
609201_1	16	16	13	19	83
609201_2	16	16	13	19	83
2511656	13	20	12	15	79
3759352	18	11	12	10	48
5373529	16	16	12	10	71
416928	16	15	13	9	65
5666166_1	13	14	10	10	51
5666166_2	13	14	10	10	51
1264895	13	18	14	13	78
3822482	12	19	11	12	64
126848	15	15	12	9	68
4023117	13	19	15	15	78
6271510	15	16	10	13	75
5166780	13	18	11	14	76
597797	11	12	14	13	65
2478003	16	16	13	16	82
4629227	11	17	14	10	50
3781693	9	19	12	11	78
2221592	15	14	10	14	53
249984	16	14	15	10	75
5689824	14	15	13	14	78
4522327	11	20	11	15	69
2475347	12	21	14	13	52
313657	16	16	13	11	71
1769237	11	16	14	11	75
1700694	15	19	13	17	83
2451312	18	12	9	12	46
913706	15	16	9	17	72
1418963_1	15	17	12	10	69
1418963_2	15	17	12	10	69
6263952	14	20	12	14	79
4028620	11	17	10	16	66
6359195	12	17	16	16	86
1874476	11	14	10	9	63
4519528_1	14	21	12	15	83
4519528_2	14	21	12	15	83
2862181	11	14	9	16	52
6567624	11	15	10	17	73
1585731_1	12	20	15	10	57
1585731_2	12	20	15	10	57
1512287	11	12	11	19	65
5246547_1	12	15	12	15	75
5246547_2	12	15	12	15	75
3112350	12	14	11	13	69
4127488	16	14	10	9	51
6324040	12	19	13	18	70
5395275	18	15	10	9	74
4584815	18	13	15	13	80
1430194	13	12	12	10	51
4612410	13	20	9	15	79
949938	16	16	13	16	82
1574075	13	11	10	13	54
5818328	16	15	16	12	69
1608626	14	12	14	10	50
1895136	13	17	9	17	66
2365436	12	16	9	12	55
1300328	11	16	10	16	74
1273084	16	13	11	15	75
3032914	13	19	11	9	66
4061298	13	12	9	15	58
3918060	11	11	9	17	62
763406	16	18	15	16	79
3289122	14	20	10	15	70
454290_1	17	13	10	13	53
454290_2	17	13	10	13	53
5541292	17	19	9	14	60
1045194	12	17	12	12	55
4546856	14	17	14	15	79
4635485	9	17	13	10	54
4828938	13	11	9	12	54
6163869	15	17	9	19	52
1477985	14	17	13	13	70
1307876	12	16	12	17	53
1461596	16	18	9	15	70
1857129	14	16	15	16	73
4264286	15	16	16	9	66
1497284	12	17	15	17	69
5871830	11	16	12	14	74
4664181	13	14	15	13	71
2883632	14	20	13	18	80
2619363	13	11	11	16	58
265222	10	13	11	17	73
6464764	16	14	14	18	73
4202113	15	14	14	13	77
5554489	11	13	13	15	79
393916	11	18	14	13	77
5123201	10	14	12	17	74
4001422	10	16	11	15	61
2150739	15	17	15	9	66
5321405	12	19	13	9	68
1439879	11	19	16	13	73
865337	11	19	15	18	72
375577	10	14	9	11	75
3309917	12	19	12	17	77
4227092_1	14	20	13	16	75
4227092_2	14	20	13	16	75
2977098	10	17	11	13	78
1111542	13	18	13	13	59
912482_1	17	18	10	10	65
912482_2	17	18	10	10	65
2072337	14	17	13	15	76
2824234	11	18	14	18	69
985060	15	15	13	15	80
2112578	11	13	9	17	62
1013295	11	18	15	15	74
1864197	14	19	11	15	82
2834101	11	15	10	11	71
4789804	15	18	10	15	78
5154796	12	20	14	19	80
6601666	13	12	10	9	49
661962_1	11	19	11	15	65
661962_2	11	19	11	15	65
3692791	15	14	9	16	70
619508	10	15	10	16	71
296518	10	12	10	18	68
2829404	12	13	10	17	78
2928009	10	14	10	14	75
1909088	12	16	10	13	75
4998111	13	14	10	14	73
1400590	9	15	10	11	58
3583654	17	14	13	10	75
6222402	11	18	15	13	78
1598368	14	20	13	12	78
4449752	18	16	13	9	56
2870406	12	15	9	12	56
355900	16	17	15	15	70
3925332	9	18	10	16	65
2918861	14	19	12	14	72
3840824	10	20	10	12	63
2881045	12	17	11	16	77
273395_1	12	15	16	14	58
273395_2	12	15	16	14	58
2081783_1	13	17	14	14	73
2081783_2	13	17	14	14	73
295429	9	20	9	14	69
5500328	11	19	13	14	67
6340416	11	17	13	16	73
3009215	14	21	11	16	76
302456	14	16	12	12	73
3027250	17	21	13	15	80
654889	15	15	10	10	70
326653	17	19	10	15	71
4353760	17	16	15	14	76
5711214	10	18	11	14	75
2831104	12	12	14	9	53
618801	10	19	14	19	80
3855256_1	12	13	11	10	60
3855256_2	12	13	11	10	60
1941603	13	17	11	9	68
2339853	10	16	11	17	79
3381855	16	17	9	15	77
1388254	13	15	14	13	70
5504880	17	16	12	11	74
734153	13	17	16	18	73
664308	13	20	12	10	68
2535427	12	16	14	17	75
660320	10	15	12	12	75
2863776	15	12	11	14	48
1494088	14	16	11	14	79
2820278	15	17	16	14	87
4826314	18	12	11	11	77
4694845	11	14	9	17	80
5520457	10	19	9	16	68
1195905	13	14	9	17	58
2535685	10	14	10	12	57
5104758_1	12	17	9	11	67
5104758_2	12	17	9	11	67
462019	9	12	11	13	62
2846304	9	11	13	10	49
694320	13	15	14	13	78
1174625	14	19	12	9	69
781684	14	17	14	16	82
3635736	13	16	10	14	77
6599459	10	14	11	15	63
4764924	12	16	15	12	64
3986220	16	18	14	16	81
5910452	13	18	10	15	83
2717480	17	18	11	13	82
4601441	10	14	9	12	76
1156328	13	19	12	17	83
2129255	17	13	11	15	75
1271210	15	13	12	16	76
1541152	15	19	12	11	77
1109334_1	9	17	16	18	78
1109334_2	9	17	16	18	78
6072386	13	16	13	13	67
4885468_1	17	19	15	18	81
4885468_2	17	19	15	18	81
2235748	10	18	14	18	79
781818	12	14	15	10	50
600064	13	17	10	14	76
4501256	15	15	13	11	79
5849149	17	21	14	15	80
3864670	13	15	11	10	64
3882041	10	18	13	14	66
6418717	11	15	10	18	82
340374	9	17	13	14	64
1627983_1	14	18	15	12	75
1627983_2	14	18	15	12	75
2676839	10	20	15	16	80
4951706	16	21	12	15	79
1693624	13	14	11	10	60
2993483	12	16	15	11	56
3367392	10	15	10	12	78
5666320	16	18	11	18	83
1168799	15	13	11	15	74
4751727	12	15	15	14	75
2129725	14	18	14	17	78
6010574	15	16	9	17	52
5060727	13	17	10	16	74
5827710	9	18	12	14	78
6611086	10	18	16	19	77
3798795	12	11	9	15	56
606808	12	14	11	13	71
